Ajatempel (UTC);Kuupäev (Eesti aeg);NPS Eesti
1714420800;29.04.2024 23:00;87,29
1714424400;30.04.2024 00:00;79,2
1714428000;30.04.2024 01:00;71,99
1714431600;30.04.2024 02:00;65,17
1714435200;30.04.2024 03:00;68,72
1714438800;30.04.2024 04:00;63,65
1714442400;30.04.2024 05:00;52,76
1714446000;30.04.2024 06:00;65,04
1714449600;30.04.2024 07:00;94,95
1714453200;30.04.2024 08:00;102,27
1714456800;30.04.2024 09:00;84,45
1714460400;30.04.2024 10:00;69,22
1714464000;30.04.2024 11:00;52,54
1714467600;30.04.2024 12:00;43,91
1714471200;30.04.2024 13:00;31,25
1714474800;30.04.2024 14:00;11,3
1714478400;30.04.2024 15:00;10
1714482000;30.04.2024 16:00;19,41
1714485600;30.04.2024 17:00;45,58
1714489200;30.04.2024 18:00;66,61
1714492800;30.04.2024 19:00;86,2
1714496400;30.04.2024 20:00;121,97
1714500000;30.04.2024 21:00;131,98
1714503600;30.04.2024 22:00;88,36
1714507200;30.04.2024 23:00;78,02
1714510800;01.05.2024 00:00;54,93
1714514400;01.05.2024 01:00;38
1714518000;01.05.2024 02:00;36,61
1714521600;01.05.2024 03:00;35,82
1714525200;01.05.2024 04:00;35,1
1714528800;01.05.2024 05:00;35,59
1714532400;01.05.2024 06:00;35,55
1714536000;01.05.2024 07:00;38,29
1714539600;01.05.2024 08:00;28,08
1714543200;01.05.2024 09:00;8,68
1714546800;01.05.2024 10:00;0,01
1714550400;01.05.2024 11:00;-0,97
1714554000;01.05.2024 12:00;-2,42
1714557600;01.05.2024 13:00;-2,45
1714561200;01.05.2024 14:00;-2,09
1714564800;01.05.2024 15:00;-2,06
1714568400;01.05.2024 16:00;-2,45
1714572000;01.05.2024 17:00;-0,98
1714575600;01.05.2024 18:00;0,23
1714579200;01.05.2024 19:00;23,25
1714582800;01.05.2024 20:00;53,71
1714586400;01.05.2024 21:00;66,03
1714590000;01.05.2024 22:00;40,01
1714593600;01.05.2024 23:00;31,47
1714597200;02.05.2024 00:00;22
1714600800;02.05.2024 01:00;13,86
1714604400;02.05.2024 02:00;10,94
1714608000;02.05.2024 03:00;10
1714611600;02.05.2024 04:00;7,8
1714615200;02.05.2024 05:00;10,94
1714618800;02.05.2024 06:00;30,42
1714622400;02.05.2024 07:00;57,25
1714626000;02.05.2024 08:00;67,99
1714629600;02.05.2024 09:00;58,63
1714633200;02.05.2024 10:00;31,45
1714636800;02.05.2024 11:00;5,22
1714640400;02.05.2024 12:00;-0,08
1714644000;02.05.2024 13:00;-1,04
1714647600;02.05.2024 14:00;-2,7
1714651200;02.05.2024 15:00;-0,05
1714654800;02.05.2024 16:00;0
1714658400;02.05.2024 17:00;4,09
1714662000;02.05.2024 18:00;34,92
1714665600;02.05.2024 19:00;75,03
1714669200;02.05.2024 20:00;86,29
1714672800;02.05.2024 21:00;85,51
1714676400;02.05.2024 22:00;81,04
1714680000;02.05.2024 23:00;37,87
1714683600;03.05.2024 00:00;33,93
1714687200;03.05.2024 01:00;29,78
1714690800;03.05.2024 02:00;29,35
1714694400;03.05.2024 03:00;29,96
1714698000;03.05.2024 04:00;30,01
1714701600;03.05.2024 05:00;30,44
1714705200;03.05.2024 06:00;38,02
1714708800;03.05.2024 07:00;68,01
1714712400;03.05.2024 08:00;78,48
1714716000;03.05.2024 09:00;42,74
1714719600;03.05.2024 10:00;38,69
1714723200;03.05.2024 11:00;38,09
1714726800;03.05.2024 12:00;34,98
1714730400;03.05.2024 13:00;34,17
1714734000;03.05.2024 14:00;32,61
1714737600;03.05.2024 15:00;31,77
1714741200;03.05.2024 16:00;38,43
1714744800;03.05.2024 17:00;42
1714748400;03.05.2024 18:00;42,07
1714752000;03.05.2024 19:00;80,45
1714755600;03.05.2024 20:00;97
1714759200;03.05.2024 21:00;107,63
1714762800;03.05.2024 22:00;105,27
1714766400;03.05.2024 23:00;60,05
1714770000;04.05.2024 00:00;25,74
1714773600;04.05.2024 01:00;19,57
1714777200;04.05.2024 02:00;17,15
1714780800;04.05.2024 03:00;16,18
1714784400;04.05.2024 04:00;26,07
1714788000;04.05.2024 05:00;59,98
1714791600;04.05.2024 06:00;80,02
1714795200;04.05.2024 07:00;70,01
1714798800;04.05.2024 08:00;70,02
1714802400;04.05.2024 09:00;59,92
1714806000;04.05.2024 10:00;58,07
1714809600;04.05.2024 11:00;36,5
1714813200;04.05.2024 12:00;30,2
1714816800;04.05.2024 13:00;24,33
1714820400;04.05.2024 14:00;14,53
1714824000;04.05.2024 15:00;13,34
1714827600;04.05.2024 16:00;25,4
1714831200;04.05.2024 17:00;30,01
1714834800;04.05.2024 18:00;77,46
1714838400;04.05.2024 19:00;95,65
1714842000;04.05.2024 20:00;121,92
1714845600;04.05.2024 21:00;132,15
1714849200;04.05.2024 22:00;110,83
1714852800;04.05.2024 23:00;88,09
1714856400;05.05.2024 00:00;81,59
1714860000;05.05.2024 01:00;90,58
1714863600;05.05.2024 02:00;84,82
1714867200;05.05.2024 03:00;83,52
1714870800;05.05.2024 04:00;80,49
1714874400;05.05.2024 05:00;74,74
1714878000;05.05.2024 06:00;71,13
1714881600;05.05.2024 07:00;61,75
1714885200;05.05.2024 08:00;51,74
1714888800;05.05.2024 09:00;37,18
1714892400;05.05.2024 10:00;25,63
1714896000;05.05.2024 11:00;9,33
1714899600;05.05.2024 12:00;3,59
1714903200;05.05.2024 13:00;3,18
1714906800;05.05.2024 14:00;1,94
1714910400;05.05.2024 15:00;1,9
1714914000;05.05.2024 16:00;4,27
1714917600;05.05.2024 17:00;4,9
1714921200;05.05.2024 18:00;32
1714924800;05.05.2024 19:00;86,9
1714928400;05.05.2024 20:00;96,65
1714932000;05.05.2024 21:00;113,17
1714935600;05.05.2024 22:00;108,08
1714939200;05.05.2024 23:00;86
1714942800;06.05.2024 00:00;85,73
1714946400;06.05.2024 01:00;26,92
1714950000;06.05.2024 02:00;25,74
1714953600;06.05.2024 03:00;25,16
1714957200;06.05.2024 04:00;24,95
1714960800;06.05.2024 05:00;27,89
1714964400;06.05.2024 06:00;74,02
1714968000;06.05.2024 07:00;104,52
1714971600;06.05.2024 08:00;130,26
1714975200;06.05.2024 09:00;100,46
1714978800;06.05.2024 10:00;85,67
1714982400;06.05.2024 11:00;71,92
1714986000;06.05.2024 12:00;64,27
1714989600;06.05.2024 13:00;64,17
1714993200;06.05.2024 14:00;60,87
1714996800;06.05.2024 15:00;59,91
1715000400;06.05.2024 16:00;68,19
1715004000;06.05.2024 17:00;81,92
1715007600;06.05.2024 18:00;91,12
1715011200;06.05.2024 19:00;90,1
1715014800;06.05.2024 20:00;127,28
1715018400;06.05.2024 21:00;132,05
1715022000;06.05.2024 22:00;100,89
1715025600;06.05.2024 23:00;49,99
1715029200;07.05.2024 00:00;35,15
1715032800;07.05.2024 01:00;132,03
1715036400;07.05.2024 02:00;79,16
1715040000;07.05.2024 03:00;77,23
1715043600;07.05.2024 04:00;79,91
1715047200;07.05.2024 05:00;86
1715050800;07.05.2024 06:00;85,99
1715054400;07.05.2024 07:00;114,24
1715058000;07.05.2024 08:00;209,05
1715061600;07.05.2024 09:00;112,66
1715065200;07.05.2024 10:00;91,75
1715068800;07.05.2024 11:00;82,62
1715072400;07.05.2024 12:00;69,91
1715076000;07.05.2024 13:00;55,31
1715079600;07.05.2024 14:00;70,79
1715083200;07.05.2024 15:00;66,06
1715086800;07.05.2024 16:00;74,66
1715090400;07.05.2024 17:00;83,9
1715094000;07.05.2024 18:00;91,15
1715097600;07.05.2024 19:00;106,14
1715101200;07.05.2024 20:00;136,01
1715104800;07.05.2024 21:00;151,84
1715108400;07.05.2024 22:00;121,66
1715112000;07.05.2024 23:00;101,53
1715115600;08.05.2024 00:00;86,69
1715119200;08.05.2024 01:00;86,8
1715122800;08.05.2024 02:00;86,79
1715126400;08.05.2024 03:00;79,63
1715130000;08.05.2024 04:00;81,46
1715133600;08.05.2024 05:00;81,97
1715137200;08.05.2024 06:00;89,63
1715140800;08.05.2024 07:00;223,01
1715144400;08.05.2024 08:00;298,55
1715148000;08.05.2024 09:00;105,93
1715151600;08.05.2024 10:00;90,52
1715155200;08.05.2024 11:00;83,66
1715158800;08.05.2024 12:00;149,09
1715162400;08.05.2024 13:00;91,71
1715166000;08.05.2024 14:00;86,79
1715169600;08.05.2024 15:00;66,36
1715173200;08.05.2024 16:00;68,53
1715176800;08.05.2024 17:00;122,27
1715180400;08.05.2024 18:00;143,78
1715184000;08.05.2024 19:00;224,78
1715187600;08.05.2024 20:00;187,7
1715191200;08.05.2024 21:00;179,92
1715194800;08.05.2024 22:00;190
1715198400;08.05.2024 23:00;232,34
1715202000;09.05.2024 00:00;168,02
1715205600;09.05.2024 01:00;89,44
1715209200;09.05.2024 02:00;90,05
1715212800;09.05.2024 03:00;84,73
1715216400;09.05.2024 04:00;84,93
1715220000;09.05.2024 05:00;91,53
1715223600;09.05.2024 06:00;93,07
1715227200;09.05.2024 07:00;91,91
1715230800;09.05.2024 08:00;180,03
1715234400;09.05.2024 09:00;85,4
1715238000;09.05.2024 10:00;85,39
1715241600;09.05.2024 11:00;20,01
1715245200;09.05.2024 12:00;84,77
1715248800;09.05.2024 13:00;26,23
1715252400;09.05.2024 14:00;19,15
1715256000;09.05.2024 15:00;4,6
1715259600;09.05.2024 16:00;50,1
1715263200;09.05.2024 17:00;3,08
1715266800;09.05.2024 18:00;66,42
1715270400;09.05.2024 19:00;92,35
1715274000;09.05.2024 20:00;120,68
1715277600;09.05.2024 21:00;138,94
1715281200;09.05.2024 22:00;126,55
1715284800;09.05.2024 23:00;102,21
1715288400;10.05.2024 00:00;85,4
1715292000;10.05.2024 01:00;91,54
1715295600;10.05.2024 02:00;84,29
1715299200;10.05.2024 03:00;76,28
1715302800;10.05.2024 04:00;73,72
1715306400;10.05.2024 05:00;74,09
1715310000;10.05.2024 06:00;90,52
1715313600;10.05.2024 07:00;115,26
1715317200;10.05.2024 08:00;127,95
1715320800;10.05.2024 09:00;113,52
1715324400;10.05.2024 10:00;68,51
1715328000;10.05.2024 11:00;189,99
1715331600;10.05.2024 12:00;95,89
1715335200;10.05.2024 13:00;52,08
1715338800;10.05.2024 14:00;3,01
1715342400;10.05.2024 15:00;0,02
1715346000;10.05.2024 16:00;20,17
1715349600;10.05.2024 17:00;66,84
1715353200;10.05.2024 18:00;83,82
1715356800;10.05.2024 19:00;103,37
1715360400;10.05.2024 20:00;132,99
1715364000;10.05.2024 21:00;166,63
1715367600;10.05.2024 22:00;133,04
1715371200;10.05.2024 23:00;85,8
1715374800;11.05.2024 00:00;69,82
1715378400;11.05.2024 01:00;85,09
1715382000;11.05.2024 02:00;85,02
1715385600;11.05.2024 03:00;85,01
1715389200;11.05.2024 04:00;79,1
1715392800;11.05.2024 05:00;79,08
1715396400;11.05.2024 06:00;85,01
1715400000;11.05.2024 07:00;85
1715403600;11.05.2024 08:00;80,83
1715407200;11.05.2024 09:00;55,12
1715410800;11.05.2024 10:00;6,97
1715414400;11.05.2024 11:00;0,79
1715418000;11.05.2024 12:00;0
1715421600;11.05.2024 13:00;-0,58
1715425200;11.05.2024 14:00;-0,88
1715428800;11.05.2024 15:00;-0,91
1715432400;11.05.2024 16:00;-0,07
1715436000;11.05.2024 17:00;2,98
1715439600;11.05.2024 18:00;30,92
1715443200;11.05.2024 19:00;99,03
1715446800;11.05.2024 20:00;117,46
1715450400;11.05.2024 21:00;127,49
1715454000;11.05.2024 22:00;114,89
1715457600;11.05.2024 23:00;88,94
1715461200;12.05.2024 00:00;70,96
1715464800;12.05.2024 01:00;66,24
1715468400;12.05.2024 02:00;55,42
1715472000;12.05.2024 03:00;45,04
1715475600;12.05.2024 04:00;41,83
1715479200;12.05.2024 05:00;47,22
1715482800;12.05.2024 06:00;44,51
1715486400;12.05.2024 07:00;17,61
1715490000;12.05.2024 08:00;4,79
1715493600;12.05.2024 09:00;1,48
1715497200;12.05.2024 10:00;-1,23
1715500800;12.05.2024 11:00;-2,57
1715504400;12.05.2024 12:00;-4,07
1715508000;12.05.2024 13:00;-5,09
1715511600;12.05.2024 14:00;-6,58
1715515200;12.05.2024 15:00;-5,16
1715518800;12.05.2024 16:00;-2,09
1715522400;12.05.2024 17:00;0,24
1715526000;12.05.2024 18:00;10,41
1715529600;12.05.2024 19:00;94,1
1715533200;12.05.2024 20:00;115,4
1715536800;12.05.2024 21:00;125,02
1715540400;12.05.2024 22:00;116,45
1715544000;12.05.2024 23:00;107,98
1715547600;13.05.2024 00:00;93,82
1715551200;13.05.2024 01:00;28,97
1715554800;13.05.2024 02:00;27,7
1715558400;13.05.2024 03:00;26,91
1715562000;13.05.2024 04:00;25,96
1715565600;13.05.2024 05:00;28,85
1715569200;13.05.2024 06:00;92,22
1715572800;13.05.2024 07:00;250,01
1715576400;13.05.2024 08:00;397,98
1715580000;13.05.2024 09:00;208,78
1715583600;13.05.2024 10:00;172,89
1715587200;13.05.2024 11:00;100,07
1715590800;13.05.2024 12:00;45,06
1715594400;13.05.2024 13:00;50
1715598000;13.05.2024 14:00;50
1715601600;13.05.2024 15:00;65,51
1715605200;13.05.2024 16:00;130,1
1715608800;13.05.2024 17:00;126,1
1715612400;13.05.2024 18:00;156,33
1715616000;13.05.2024 19:00;200,3
1715619600;13.05.2024 20:00;239,99
1715623200;13.05.2024 21:00;149,99
1715626800;13.05.2024 22:00;143,4
1715630400;13.05.2024 23:00;115,44
1715634000;14.05.2024 00:00;110,02
1715637600;14.05.2024 01:00;127,09
1715641200;14.05.2024 02:00;60,04
1715644800;14.05.2024 03:00;60,03
1715648400;14.05.2024 04:00;60,04
1715652000;14.05.2024 05:00;77,67
1715655600;14.05.2024 06:00;120,04
1715659200;14.05.2024 07:00;189,24
1715662800;14.05.2024 08:00;130,09
1715666400;14.05.2024 09:00;80,1
1715670000;14.05.2024 10:00;90,09
1715673600;14.05.2024 11:00;56,03
1715677200;14.05.2024 12:00;25,09
1715680800;14.05.2024 13:00;7,09
1715684400;14.05.2024 14:00;80,78
1715688000;14.05.2024 15:00;88,7
1715691600;14.05.2024 16:00;20,03
1715695200;14.05.2024 17:00;93,94
1715698800;14.05.2024 18:00;83,43
1715702400;14.05.2024 19:00;117,37
1715706000;14.05.2024 20:00;195,42
1715709600;14.05.2024 21:00;190,07
1715713200;14.05.2024 22:00;117,57
1715716800;14.05.2024 23:00;88,69
1715720400;15.05.2024 00:00;10,01
1715724000;15.05.2024 01:00;0,86
1715727600;15.05.2024 02:00;1,84
1715731200;15.05.2024 03:00;27,78
1715734800;15.05.2024 04:00;42,84
1715738400;15.05.2024 05:00;15,12
1715742000;15.05.2024 06:00;55,07
1715745600;15.05.2024 07:00;89,37
1715749200;15.05.2024 08:00;82,45
1715752800;15.05.2024 09:00;84,31
1715756400;15.05.2024 10:00;45,36
1715760000;15.05.2024 11:00;7,06
1715763600;15.05.2024 12:00;15
1715767200;15.05.2024 13:00;5
1715770800;15.05.2024 14:00;5
1715774400;15.05.2024 15:00;3
1715778000;15.05.2024 16:00;50,02
1715781600;15.05.2024 17:00;10,05
1715785200;15.05.2024 18:00;15
1715788800;15.05.2024 19:00;89,3
1715792400;15.05.2024 20:00;108,77
1715796000;15.05.2024 21:00;119,22
1715799600;15.05.2024 22:00;99,49
1715803200;15.05.2024 23:00;68,07
1715806800;16.05.2024 00:00;37,46
1715810400;16.05.2024 01:00;55,91
1715814000;16.05.2024 02:00;51,52
1715817600;16.05.2024 03:00;41,91
1715821200;16.05.2024 04:00;51,17
1715824800;16.05.2024 05:00;43,19
1715828400;16.05.2024 06:00;59,49
1715832000;16.05.2024 07:00;83,95
1715835600;16.05.2024 08:00;149,99
1715839200;16.05.2024 09:00;90,04
1715842800;16.05.2024 10:00;76,19
1715846400;16.05.2024 11:00;15
1715850000;16.05.2024 12:00;36,94
1715853600;16.05.2024 13:00;42,02
1715857200;16.05.2024 14:00;6,57
1715860800;16.05.2024 15:00;9,07
1715864400;16.05.2024 16:00;4,66
1715868000;16.05.2024 17:00;38,77
1715871600;16.05.2024 18:00;80,02
1715875200;16.05.2024 19:00;130,05
1715878800;16.05.2024 20:00;150
1715882400;16.05.2024 21:00;130,01
1715886000;16.05.2024 22:00;114,48
1715889600;16.05.2024 23:00;84,27
1715893200;17.05.2024 00:00;72,31
1715896800;17.05.2024 01:00;70,67
1715900400;17.05.2024 02:00;65,14
1715904000;17.05.2024 03:00;65,06
1715907600;17.05.2024 04:00;64,11
1715911200;17.05.2024 05:00;65,69
1715914800;17.05.2024 06:00;65,28
1715918400;17.05.2024 07:00;85,6
1715922000;17.05.2024 08:00;77,13
1715925600;17.05.2024 09:00;69,65
1715929200;17.05.2024 10:00;35,95
1715932800;17.05.2024 11:00;11,18
1715936400;17.05.2024 12:00;4,21
1715940000;17.05.2024 13:00;2,95
1715943600;17.05.2024 14:00;1,93
1715947200;17.05.2024 15:00;1,25
1715950800;17.05.2024 16:00;4,99
1715954400;17.05.2024 17:00;45,37
1715958000;17.05.2024 18:00;70,03
1715961600;17.05.2024 19:00;81,61
1715965200;17.05.2024 20:00;92,84
1715968800;17.05.2024 21:00;110,86
1715972400;17.05.2024 22:00;100,6
1715976000;17.05.2024 23:00;89,41
1715979600;18.05.2024 00:00;83,24
1715983200;18.05.2024 01:00;75,56
1715986800;18.05.2024 02:00;64,06
1715990400;18.05.2024 03:00;64,02
1715994000;18.05.2024 04:00;65,7
1715997600;18.05.2024 05:00;69,67
1716001200;18.05.2024 06:00;73,22
1716004800;18.05.2024 07:00;72,64
1716008400;18.05.2024 08:00;70,99
1716012000;18.05.2024 09:00;7,97
1716015600;18.05.2024 10:00;7,43
1716019200;18.05.2024 11:00;4,95
1716022800;18.05.2024 12:00;0,71
1716026400;18.05.2024 13:00;-0,02
1716030000;18.05.2024 14:00;-1,3
1716033600;18.05.2024 15:00;-2,79
1716037200;18.05.2024 16:00;-1,5
1716040800;18.05.2024 17:00;2,99
1716044400;18.05.2024 18:00;51,47
1716048000;18.05.2024 19:00;88,48
1716051600;18.05.2024 20:00;113,84
1716055200;18.05.2024 21:00;138,01
1716058800;18.05.2024 22:00;126,25
1716062400;18.05.2024 23:00;99,3
1716066000;19.05.2024 00:00;90,19
1716069600;19.05.2024 01:00;91,82
1716073200;19.05.2024 02:00;91,88
1716076800;19.05.2024 03:00;91
1716080400;19.05.2024 04:00;89,67
1716084000;19.05.2024 05:00;88,79
1716087600;19.05.2024 06:00;82,96
1716091200;19.05.2024 07:00;76,99
1716094800;19.05.2024 08:00;71,02
1716098400;19.05.2024 09:00;45,8
1716102000;19.05.2024 10:00;2,91
1716105600;19.05.2024 11:00;-0,03
1716109200;19.05.2024 12:00;-0,18
1716112800;19.05.2024 13:00;-2,06
1716116400;19.05.2024 14:00;-7,41
1716120000;19.05.2024 15:00;-6,78
1716123600;19.05.2024 16:00;2,99
1716127200;19.05.2024 17:00;-2,53
1716130800;19.05.2024 18:00;2,83
1716134400;19.05.2024 19:00;88,58
1716138000;19.05.2024 20:00;93,32
1716141600;19.05.2024 21:00;119,09
1716145200;19.05.2024 22:00;126,68
1716148800;19.05.2024 23:00;105,02
1716152400;20.05.2024 00:00;88,15
1716156000;20.05.2024 01:00;92,04
1716159600;20.05.2024 02:00;82,47
1716163200;20.05.2024 03:00;89,35
1716166800;20.05.2024 04:00;88,88
1716170400;20.05.2024 05:00;91,1
1716174000;20.05.2024 06:00;94,99
1716177600;20.05.2024 07:00;108,32
1716181200;20.05.2024 08:00;108,63
1716184800;20.05.2024 09:00;92,01
1716188400;20.05.2024 10:00;29,38
1716192000;20.05.2024 11:00;12,41
1716195600;20.05.2024 12:00;6,06
1716199200;20.05.2024 13:00;5
1716202800;20.05.2024 14:00;20,01
1716206400;20.05.2024 15:00;4,99
1716210000;20.05.2024 16:00;15,01
1716213600;20.05.2024 17:00;82,79
1716217200;20.05.2024 18:00;107,97
1716220800;20.05.2024 19:00;131,8
1716224400;20.05.2024 20:00;140,78
1716228000;20.05.2024 21:00;146,47
1716231600;20.05.2024 22:00;134,8
1716235200;20.05.2024 23:00;120,63
1716238800;21.05.2024 00:00;107,06
1716242400;21.05.2024 01:00;99,79
1716246000;21.05.2024 02:00;86,13
1716249600;21.05.2024 03:00;76,1
1716253200;21.05.2024 04:00;78,01
1716256800;21.05.2024 05:00;74,33
1716260400;21.05.2024 06:00;85,94
1716264000;21.05.2024 07:00;113,29
1716267600;21.05.2024 08:00;124,15
1716271200;21.05.2024 09:00;97,59
1716274800;21.05.2024 10:00;82,45
1716278400;21.05.2024 11:00;67,52
1716282000;21.05.2024 12:00;55,14
1716285600;21.05.2024 13:00;31,56
1716289200;21.05.2024 14:00;38,76
1716292800;21.05.2024 15:00;55,37
1716296400;21.05.2024 16:00;70,55
1716300000;21.05.2024 17:00;80,67
1716303600;21.05.2024 18:00;89,06
1716307200;21.05.2024 19:00;105,14
1716310800;21.05.2024 20:00;130,24
1716314400;21.05.2024 21:00;129,3
1716318000;21.05.2024 22:00;118,32
1716321600;21.05.2024 23:00;89,08
1716325200;22.05.2024 00:00;34,87
1716328800;22.05.2024 01:00;67,37
1716332400;22.05.2024 02:00;56,32
1716336000;22.05.2024 03:00;58,08
1716339600;22.05.2024 04:00;38,24
1716343200;22.05.2024 05:00;58,06
1716346800;22.05.2024 06:00;69,14
1716350400;22.05.2024 07:00;99,8
1716354000;22.05.2024 08:00;104,92
1716357600;22.05.2024 09:00;89,06
1716361200;22.05.2024 10:00;39,04
1716364800;22.05.2024 11:00;23,13
1716368400;22.05.2024 12:00;24,63
1716372000;22.05.2024 13:00;24,93
1716375600;22.05.2024 14:00;5
1716379200;22.05.2024 15:00;58,02
1716382800;22.05.2024 16:00;24,97
1716386400;22.05.2024 17:00;39
1716390000;22.05.2024 18:00;7,84
1716393600;22.05.2024 19:00;89,06
1716397200;22.05.2024 20:00;149,13
1716400800;22.05.2024 21:00;157,37
1716404400;22.05.2024 22:00;89,09
1716408000;22.05.2024 23:00;20,03
1716411600;23.05.2024 00:00;0,87
1716415200;23.05.2024 01:00;1,5
1716418800;23.05.2024 02:00;4,1
1716422400;23.05.2024 03:00;15,01
1716426000;23.05.2024 04:00;0,3
1716429600;23.05.2024 05:00;4,1
1716433200;23.05.2024 06:00;57,76
1716436800;23.05.2024 07:00;106,96
1716440400;23.05.2024 08:00;117,71
1716444000;23.05.2024 09:00;79,03
1716447600;23.05.2024 10:00;75,6
1716451200;23.05.2024 11:00;6,98
1716454800;23.05.2024 12:00;4,32
1716458400;23.05.2024 13:00;5
1716462000;23.05.2024 14:00;44,65
1716465600;23.05.2024 15:00;57,46
1716469200;23.05.2024 16:00;72,7
1716472800;23.05.2024 17:00;84,45
1716476400;23.05.2024 18:00;89
1716480000;23.05.2024 19:00;121,11
1716483600;23.05.2024 20:00;155,67
1716487200;23.05.2024 21:00;180,37
1716490800;23.05.2024 22:00;155,79
1716494400;23.05.2024 23:00;123,13
1716498000;24.05.2024 00:00;102,51
1716501600;24.05.2024 01:00;80,06
1716505200;24.05.2024 02:00;80,01
1716508800;24.05.2024 03:00;83,78
1716512400;24.05.2024 04:00;24,16
1716516000;24.05.2024 05:00;79,99
1716519600;24.05.2024 06:00;100,76
1716523200;24.05.2024 07:00;120,87
1716526800;24.05.2024 08:00;119,14
1716530400;24.05.2024 09:00;107,56
1716534000;24.05.2024 10:00;100,61
1716537600;24.05.2024 11:00;88,8
1716541200;24.05.2024 12:00;50,79
1716544800;24.05.2024 13:00;34,45
1716548400;24.05.2024 14:00;20,97
1716552000;24.05.2024 15:00;25,46
1716555600;24.05.2024 16:00;83,78
1716559200;24.05.2024 17:00;84,21
1716562800;24.05.2024 18:00;96,42
1716566400;24.05.2024 19:00;111,73
1716570000;24.05.2024 20:00;130,58
1716573600;24.05.2024 21:00;132,43
1716577200;24.05.2024 22:00;117,44
1716580800;24.05.2024 23:00;107,04
1716584400;25.05.2024 00:00;97,44
1716588000;25.05.2024 01:00;92,6
1716591600;25.05.2024 02:00;89,63
1716595200;25.05.2024 03:00;88,26
1716598800;25.05.2024 04:00;86,89
1716602400;25.05.2024 05:00;86,89
1716606000;25.05.2024 06:00;85,04
1716609600;25.05.2024 07:00;88,33
1716613200;25.05.2024 08:00;84,16
1716616800;25.05.2024 09:00;76
1716620400;25.05.2024 10:00;66,39
1716624000;25.05.2024 11:00;15,16
1716627600;25.05.2024 12:00;9,27
1716631200;25.05.2024 13:00;3,24
1716634800;25.05.2024 14:00;0,04
1716638400;25.05.2024 15:00;0,01
1716642000;25.05.2024 16:00;4,1
1716645600;25.05.2024 17:00;14,13
1716649200;25.05.2024 18:00;75,17
1716652800;25.05.2024 19:00;95,42
1716656400;25.05.2024 20:00;115,3
1716660000;25.05.2024 21:00;134,84
1716663600;25.05.2024 22:00;139,37
1716667200;25.05.2024 23:00;117,38
1716670800;26.05.2024 00:00;105,67
1716674400;26.05.2024 01:00;111,03
1716678000;26.05.2024 02:00;103,19
1716681600;26.05.2024 03:00;95,09
1716685200;26.05.2024 04:00;95,24
1716688800;26.05.2024 05:00;96,59
1716692400;26.05.2024 06:00;90,05
1716696000;26.05.2024 07:00;88,34
1716699600;26.05.2024 08:00;75,99
1716703200;26.05.2024 09:00;12,02
1716706800;26.05.2024 10:00;1,25
1716710400;26.05.2024 11:00;0
1716714000;26.05.2024 12:00;-0,09
1716717600;26.05.2024 13:00;-2,12
1716721200;26.05.2024 14:00;-6,05
1716724800;26.05.2024 15:00;-5,1
1716728400;26.05.2024 16:00;0,04
1716732000;26.05.2024 17:00;1,18
1716735600;26.05.2024 18:00;58,67
1716739200;26.05.2024 19:00;96,39
1716742800;26.05.2024 20:00;112,54
1716746400;26.05.2024 21:00;121,43
1716750000;26.05.2024 22:00;117,07
1716753600;26.05.2024 23:00;103,95
1716757200;27.05.2024 00:00;94,16
1716760800;27.05.2024 01:00;77,2
1716764400;27.05.2024 02:00;75,4
1716768000;27.05.2024 03:00;74,79
1716771600;27.05.2024 04:00;74,78
1716775200;27.05.2024 05:00;78,28
1716778800;27.05.2024 06:00;84,46
1716782400;27.05.2024 07:00;108,7
1716786000;27.05.2024 08:00;115,2
1716789600;27.05.2024 09:00;107,27
1716793200;27.05.2024 10:00;92,5
1716796800;27.05.2024 11:00;79,4
1716800400;27.05.2024 12:00;77
1716804000;27.05.2024 13:00;70,6
1716807600;27.05.2024 14:00;69,21
1716811200;27.05.2024 15:00;68,14
1716814800;27.05.2024 16:00;77,23
1716818400;27.05.2024 17:00;85,29
1716822000;27.05.2024 18:00;104,81
1716825600;27.05.2024 19:00;132,11
1716829200;27.05.2024 20:00;176,68
1716832800;27.05.2024 21:00;209,46
1716836400;27.05.2024 22:00;161,85
1716840000;27.05.2024 23:00;129,17
1716843600;28.05.2024 00:00;108,55
1716847200;28.05.2024 01:00;98,2
1716850800;28.05.2024 02:00;90,41
1716854400;28.05.2024 03:00;87,91
1716858000;28.05.2024 04:00;85,38
1716861600;28.05.2024 05:00;83,95
1716865200;28.05.2024 06:00;88,35
1716868800;28.05.2024 07:00;111,14
1716872400;28.05.2024 08:00;120,99
1716876000;28.05.2024 09:00;102,78
1716879600;28.05.2024 10:00;85,86
1716883200;28.05.2024 11:00;72,91
1716886800;28.05.2024 12:00;69,77
1716890400;28.05.2024 13:00;61,68
1716894000;28.05.2024 14:00;55,78
1716897600;28.05.2024 15:00;55,8
1716901200;28.05.2024 16:00;66,26
1716904800;28.05.2024 17:00;73,66
1716908400;28.05.2024 18:00;88,17
1716912000;28.05.2024 19:00;105,91
1716915600;28.05.2024 20:00;136,22
1716919200;28.05.2024 21:00;151,26
1716922800;28.05.2024 22:00;123,52
1716926400;28.05.2024 23:00;100,58
1716930000;29.05.2024 00:00;101,57
1716933600;29.05.2024 01:00;73,02
