Ajatempel (UTC);Kuupäev (Eesti aeg);NPS Eesti
1722279600;29.07.2024 22:00;115,09
1722283200;29.07.2024 23:00;105,22
1722286800;30.07.2024 00:00;90,2
1722290400;30.07.2024 01:00;69,02
1722294000;30.07.2024 02:00;75,28
1722297600;30.07.2024 03:00;78,46
1722301200;30.07.2024 04:00;82,77
1722304800;30.07.2024 05:00;87,44
1722308400;30.07.2024 06:00;100,45
1722312000;30.07.2024 07:00;114,38
1722315600;30.07.2024 08:00;113,27
1722319200;30.07.2024 09:00;98,78
1722322800;30.07.2024 10:00;66,16
1722326400;30.07.2024 11:00;37,52
1722330000;30.07.2024 12:00;7,84
1722333600;30.07.2024 13:00;1,09
1722337200;30.07.2024 14:00;0,01
1722340800;30.07.2024 15:00;1,74
1722344400;30.07.2024 16:00;14,03
1722348000;30.07.2024 17:00;33,34
1722351600;30.07.2024 18:00;79,54
1722355200;30.07.2024 19:00;101,53
1722358800;30.07.2024 20:00;153,09
1722362400;30.07.2024 21:00;210,15
1722366000;30.07.2024 22:00;151,62
1722369600;30.07.2024 23:00;118,84
1722373200;31.07.2024 00:00;99,04
1722376800;31.07.2024 01:00;98,76
1722380400;31.07.2024 02:00;86,91
1722384000;31.07.2024 03:00;84,72
1722387600;31.07.2024 04:00;83,36
1722391200;31.07.2024 05:00;90,69
1722394800;31.07.2024 06:00;101,61
1722398400;31.07.2024 07:00;115,16
1722402000;31.07.2024 08:00;109,41
1722405600;31.07.2024 09:00;95,2
1722409200;31.07.2024 10:00;79,05
1722412800;31.07.2024 11:00;55,89
1722416400;31.07.2024 12:00;33,46
1722420000;31.07.2024 13:00;25,1
1722423600;31.07.2024 14:00;23,14
1722427200;31.07.2024 15:00;27,02
1722430800;31.07.2024 16:00;25,9
1722434400;31.07.2024 17:00;33,9
1722438000;31.07.2024 18:00;77,7
1722441600;31.07.2024 19:00;94,56
1722445200;31.07.2024 20:00;119,73
1722448800;31.07.2024 21:00;160,95
1722452400;31.07.2024 22:00;128,29
1722456000;31.07.2024 23:00;121,35
1722459600;01.08.2024 00:00;98,19
1722463200;01.08.2024 01:00;100,48
1722466800;01.08.2024 02:00;87,02
1722470400;01.08.2024 03:00;82,54
1722474000;01.08.2024 04:00;76,85
1722477600;01.08.2024 05:00;81,21
1722481200;01.08.2024 06:00;101,63
1722484800;01.08.2024 07:00;126,67
1722488400;01.08.2024 08:00;145,05
1722492000;01.08.2024 09:00;145,02
1722495600;01.08.2024 10:00;170,06
1722499200;01.08.2024 11:00;102,58
1722502800;01.08.2024 12:00;57,1
1722506400;01.08.2024 13:00;77,72
1722510000;01.08.2024 14:00;58,43
1722513600;01.08.2024 15:00;77,75
1722517200;01.08.2024 16:00;64,02
1722520800;01.08.2024 17:00;116,91
1722524400;01.08.2024 18:00;88,37
1722528000;01.08.2024 19:00;107
1722531600;01.08.2024 20:00;149,03
1722535200;01.08.2024 21:00;189,99
1722538800;01.08.2024 22:00;121,05
1722542400;01.08.2024 23:00;124,91
1722546000;02.08.2024 00:00;103,99
1722549600;02.08.2024 01:00;93,93
1722553200;02.08.2024 02:00;88,93
1722556800;02.08.2024 03:00;86,59
1722560400;02.08.2024 04:00;74,86
1722564000;02.08.2024 05:00;79,18
1722567600;02.08.2024 06:00;90,25
1722571200;02.08.2024 07:00;110,9
1722574800;02.08.2024 08:00;300,05
1722578400;02.08.2024 09:00;300
1722582000;02.08.2024 10:00;199,01
1722585600;02.08.2024 11:00;132,32
1722589200;02.08.2024 12:00;75,82
1722592800;02.08.2024 13:00;71,81
1722596400;02.08.2024 14:00;64,1
1722600000;02.08.2024 15:00;64,09
1722603600;02.08.2024 16:00;126,92
1722607200;02.08.2024 17:00;291,32
1722610800;02.08.2024 18:00;114,2
1722614400;02.08.2024 19:00;128,11
1722618000;02.08.2024 20:00;317,5
1722621600;02.08.2024 21:00;325,07
1722625200;02.08.2024 22:00;300,01
1722628800;02.08.2024 23:00;115,28
1722632400;03.08.2024 00:00;123,06
1722636000;03.08.2024 01:00;177,91
1722639600;03.08.2024 02:00;250
1722643200;03.08.2024 03:00;118,95
1722646800;03.08.2024 04:00;87,83
1722650400;03.08.2024 05:00;85,05
1722654000;03.08.2024 06:00;93,54
1722657600;03.08.2024 07:00;101,64
1722661200;03.08.2024 08:00;93,64
1722664800;03.08.2024 09:00;82,95
1722668400;03.08.2024 10:00;64,82
1722672000;03.08.2024 11:00;32,44
1722675600;03.08.2024 12:00;20,36
1722679200;03.08.2024 13:00;14,66
1722682800;03.08.2024 14:00;6,41
1722686400;03.08.2024 15:00;50
1722690000;03.08.2024 16:00;75,02
1722693600;03.08.2024 17:00;50
1722697200;03.08.2024 18:00;65,08
1722700800;03.08.2024 19:00;250,08
1722704400;03.08.2024 20:00;145,1
1722708000;03.08.2024 21:00;165,08
1722711600;03.08.2024 22:00;129,08
1722715200;03.08.2024 23:00;129
1722718800;04.08.2024 00:00;127,99
1722722400;04.08.2024 01:00;130,06
1722726000;04.08.2024 02:00;130,01
1722729600;04.08.2024 03:00;111,31
1722733200;04.08.2024 04:00;91,11
1722736800;04.08.2024 05:00;88,63
1722740400;04.08.2024 06:00;81,69
1722744000;04.08.2024 07:00;76,11
1722747600;04.08.2024 08:00;71,73
1722751200;04.08.2024 09:00;64,43
1722754800;04.08.2024 10:00;28,33
1722758400;04.08.2024 11:00;122,75
1722762000;04.08.2024 12:00;5
1722765600;04.08.2024 13:00;100,05
1722769200;04.08.2024 14:00;90,5
1722772800;04.08.2024 15:00;5
1722776400;04.08.2024 16:00;4,99
1722780000;04.08.2024 17:00;80,05
1722783600;04.08.2024 18:00;123,57
1722787200;04.08.2024 19:00;185,09
1722790800;04.08.2024 20:00;145,74
1722794400;04.08.2024 21:00;178,06
1722798000;04.08.2024 22:00;130,05
1722801600;04.08.2024 23:00;118,9
1722805200;05.08.2024 00:00;185,01
1722808800;05.08.2024 01:00;165,01
1722812400;05.08.2024 02:00;104,49
1722816000;05.08.2024 03:00;82,59
1722819600;05.08.2024 04:00;86,23
1722823200;05.08.2024 05:00;118,9
1722826800;05.08.2024 06:00;150,09
1722830400;05.08.2024 07:00;168,56
1722834000;05.08.2024 08:00;195,06
1722837600;05.08.2024 09:00;165,04
1722841200;05.08.2024 10:00;150,1
1722844800;05.08.2024 11:00;126,5
1722848400;05.08.2024 12:00;79,42
1722852000;05.08.2024 13:00;73,09
1722855600;05.08.2024 14:00;42,05
1722859200;05.08.2024 15:00;50
1722862800;05.08.2024 16:00;118,92
1722866400;05.08.2024 17:00;118,94
1722870000;05.08.2024 18:00;96,22
1722873600;05.08.2024 19:00;116,74
1722877200;05.08.2024 20:00;165,01
1722880800;05.08.2024 21:00;276,71
1722884400;05.08.2024 22:00;187,62
1722888000;05.08.2024 23:00;128,74
1722891600;06.08.2024 00:00;107,49
1722895200;06.08.2024 01:00;105,82
1722898800;06.08.2024 02:00;98,86
1722902400;06.08.2024 03:00;92,43
1722906000;06.08.2024 04:00;88,71
1722909600;06.08.2024 05:00;89,45
1722913200;06.08.2024 06:00;99,48
1722916800;06.08.2024 07:00;130,09
1722920400;06.08.2024 08:00;170,07
1722924000;06.08.2024 09:00;115,97
1722927600;06.08.2024 10:00;75,36
1722931200;06.08.2024 11:00;35,22
1722934800;06.08.2024 12:00;22,75
1722938400;06.08.2024 13:00;17,47
1722942000;06.08.2024 14:00;16,33
1722945600;06.08.2024 15:00;30,25
1722949200;06.08.2024 16:00;19,92
1722952800;06.08.2024 17:00;41,57
1722956400;06.08.2024 18:00;82,18
1722960000;06.08.2024 19:00;127,25
1722963600;06.08.2024 20:00;176,8
1722967200;06.08.2024 21:00;234,64
1722970800;06.08.2024 22:00;173,18
1722974400;06.08.2024 23:00;124,77
1722978000;07.08.2024 00:00;101,48
1722981600;07.08.2024 01:00;93,81
1722985200;07.08.2024 02:00;85,86
1722988800;07.08.2024 03:00;81,98
1722992400;07.08.2024 04:00;86,89
1722996000;07.08.2024 05:00;90,25
1722999600;07.08.2024 06:00;109,1
1723003200;07.08.2024 07:00;262,36
1723006800;07.08.2024 08:00;343,3
1723010400;07.08.2024 09:00;112,97
1723014000;07.08.2024 10:00;91,87
1723017600;07.08.2024 11:00;75,86
1723021200;07.08.2024 12:00;64,59
1723024800;07.08.2024 13:00;43,31
1723028400;07.08.2024 14:00;35,33
1723032000;07.08.2024 15:00;51,74
1723035600;07.08.2024 16:00;69,85
1723039200;07.08.2024 17:00;85,25
1723042800;07.08.2024 18:00;116,85
1723046400;07.08.2024 19:00;300,06
1723050000;07.08.2024 20:00;172,04
1723053600;07.08.2024 21:00;207,9
1723057200;07.08.2024 22:00;164,19
1723060800;07.08.2024 23:00;130,66
1723064400;08.08.2024 00:00;106,19
1723068000;08.08.2024 01:00;99,6
1723071600;08.08.2024 02:00;89,82
1723075200;08.08.2024 03:00;90,09
1723078800;08.08.2024 04:00;90,93
1723082400;08.08.2024 05:00;91,25
1723086000;08.08.2024 06:00;125,12
1723089600;08.08.2024 07:00;181,8
1723093200;08.08.2024 08:00;196,67
1723096800;08.08.2024 09:00;118,02
1723100400;08.08.2024 10:00;110,5
1723104000;08.08.2024 11:00;90,21
1723107600;08.08.2024 12:00;74,71
1723111200;08.08.2024 13:00;58,59
1723114800;08.08.2024 14:00;54,44
1723118400;08.08.2024 15:00;52,66
1723122000;08.08.2024 16:00;110,12
1723125600;08.08.2024 17:00;81,7
1723129200;08.08.2024 18:00;115
1723132800;08.08.2024 19:00;171,1
1723136400;08.08.2024 20:00;146,76
1723140000;08.08.2024 21:00;203,01
1723143600;08.08.2024 22:00;140,92
1723147200;08.08.2024 23:00;112,17
1723150800;09.08.2024 00:00;94,93
1723154400;09.08.2024 01:00;187,69
1723158000;09.08.2024 02:00;86,31
1723161600;09.08.2024 03:00;70,57
1723165200;09.08.2024 04:00;75,09
1723168800;09.08.2024 05:00;89,59
1723172400;09.08.2024 06:00;95,93
1723176000;09.08.2024 07:00;191,88
1723179600;09.08.2024 08:00;250,05
1723183200;09.08.2024 09:00;80,76
1723186800;09.08.2024 10:00;50
1723190400;09.08.2024 11:00;11,94
1723194000;09.08.2024 12:00;25,05
1723197600;09.08.2024 13:00;38,44
1723201200;09.08.2024 14:00;7,47
1723204800;09.08.2024 15:00;61,72
1723208400;09.08.2024 16:00;55,85
1723212000;09.08.2024 17:00;91,52
1723215600;09.08.2024 18:00;134,67
1723219200;09.08.2024 19:00;213,84
1723222800;09.08.2024 20:00;141,22
1723226400;09.08.2024 21:00;145,62
1723230000;09.08.2024 22:00;135,56
1723233600;09.08.2024 23:00;111,55
1723237200;10.08.2024 00:00;90,03
1723240800;10.08.2024 01:00;73,77
1723244400;10.08.2024 02:00;91,34
1723248000;10.08.2024 03:00;90,32
1723251600;10.08.2024 04:00;88,26
1723255200;10.08.2024 05:00;88,17
1723258800;10.08.2024 06:00;90,88
1723262400;10.08.2024 07:00;93,18
1723266000;10.08.2024 08:00;79,51
1723269600;10.08.2024 09:00;32,09
1723273200;10.08.2024 10:00;-0,28
1723276800;10.08.2024 11:00;-3
1723280400;10.08.2024 12:00;-10
1723284000;10.08.2024 13:00;-10,01
1723287600;10.08.2024 14:00;-10
1723291200;10.08.2024 15:00;-9,92
1723294800;10.08.2024 16:00;-10,01
1723298400;10.08.2024 17:00;-6,09
1723302000;10.08.2024 18:00;0
1723305600;10.08.2024 19:00;35,17
1723309200;10.08.2024 20:00;114,41
1723312800;10.08.2024 21:00;139
1723316400;10.08.2024 22:00;131,29
1723320000;10.08.2024 23:00;121,86
1723323600;11.08.2024 00:00;100,06
1723327200;11.08.2024 01:00;110,93
1723330800;11.08.2024 02:00;108,08
1723334400;11.08.2024 03:00;102,99
1723338000;11.08.2024 04:00;87,28
1723341600;11.08.2024 05:00;101,16
1723345200;11.08.2024 06:00;4,1
1723348800;11.08.2024 07:00;-0,01
1723352400;11.08.2024 08:00;73,5
1723356000;11.08.2024 09:00;27,72
1723359600;11.08.2024 10:00;0
1723363200;11.08.2024 11:00;-5
1723366800;11.08.2024 12:00;-6,09
1723370400;11.08.2024 13:00;-6,09
1723374000;11.08.2024 14:00;-7,01
1723377600;11.08.2024 15:00;-5,51
1723381200;11.08.2024 16:00;-7,01
1723384800;11.08.2024 17:00;-4,31
1723388400;11.08.2024 18:00;0,01
1723392000;11.08.2024 19:00;81,84
1723395600;11.08.2024 20:00;121,14
1723399200;11.08.2024 21:00;131,88
1723402800;11.08.2024 22:00;124,24
1723406400;11.08.2024 23:00;111,54
1723410000;12.08.2024 00:00;98,23
1723413600;12.08.2024 01:00;104,41
1723417200;12.08.2024 02:00;94,37
1723420800;12.08.2024 03:00;85,3
1723424400;12.08.2024 04:00;87,57
1723428000;12.08.2024 05:00;93,47
1723431600;12.08.2024 06:00;115,1
1723435200;12.08.2024 07:00;149,05
1723438800;12.08.2024 08:00;142,23
1723442400;12.08.2024 09:00;112,22
1723446000;12.08.2024 10:00;70,75
1723449600;12.08.2024 11:00;40,12
1723453200;12.08.2024 12:00;16,04
1723456800;12.08.2024 13:00;10,06
1723460400;12.08.2024 14:00;6,98
1723464000;12.08.2024 15:00;13,47
1723467600;12.08.2024 16:00;14,76
1723471200;12.08.2024 17:00;69,24
1723474800;12.08.2024 18:00;91
1723478400;12.08.2024 19:00;142,57
1723482000;12.08.2024 20:00;203
1723485600;12.08.2024 21:00;225,74
1723489200;12.08.2024 22:00;136,06
1723492800;12.08.2024 23:00;124,11
1723496400;13.08.2024 00:00;102,75
1723500000;13.08.2024 01:00;112,31
1723503600;13.08.2024 02:00;97,02
1723507200;13.08.2024 03:00;90,55
1723510800;13.08.2024 04:00;87,05
1723514400;13.08.2024 05:00;91,02
1723518000;13.08.2024 06:00;97,99
1723521600;13.08.2024 07:00;132,87
1723525200;13.08.2024 08:00;133,67
1723528800;13.08.2024 09:00;117,89
1723532400;13.08.2024 10:00;70,66
1723536000;13.08.2024 11:00;34,79
1723539600;13.08.2024 12:00;24,6
1723543200;13.08.2024 13:00;25,43
1723546800;13.08.2024 14:00;27,64
1723550400;13.08.2024 15:00;49,18
1723554000;13.08.2024 16:00;21,19
1723557600;13.08.2024 17:00;33,4
1723561200;13.08.2024 18:00;160
1723564800;13.08.2024 19:00;160,09
1723568400;13.08.2024 20:00;300,01
1723572000;13.08.2024 21:00;300,02
1723575600;13.08.2024 22:00;160,09
1723579200;13.08.2024 23:00;120,04
1723582800;14.08.2024 00:00;97,5
1723586400;14.08.2024 01:00;161,36
1723590000;14.08.2024 02:00;160,77
1723593600;14.08.2024 03:00;83,03
1723597200;14.08.2024 04:00;89,51
1723600800;14.08.2024 05:00;185,07
1723604400;14.08.2024 06:00;140,06
1723608000;14.08.2024 07:00;250,08
1723611600;14.08.2024 08:00;250,05
1723615200;14.08.2024 09:00;140,09
1723618800;14.08.2024 10:00;115,97
1723622400;14.08.2024 11:00;82,73
1723626000;14.08.2024 12:00;77,15
1723629600;14.08.2024 13:00;68,85
1723633200;14.08.2024 14:00;75,56
1723636800;14.08.2024 15:00;86,38
1723640400;14.08.2024 16:00;76,7
1723644000;14.08.2024 17:00;193,75
1723647600;14.08.2024 18:00;115,13
1723651200;14.08.2024 19:00;146,82
1723654800;14.08.2024 20:00;212,28
1723658400;14.08.2024 21:00;230,38
1723662000;14.08.2024 22:00;141,93
1723665600;14.08.2024 23:00;117,68
1723669200;15.08.2024 00:00;108,38
1723672800;15.08.2024 01:00;230,97
1723676400;15.08.2024 02:00;104,13
1723680000;15.08.2024 03:00;95,05
1723683600;15.08.2024 04:00;92,89
1723687200;15.08.2024 05:00;94,2
1723690800;15.08.2024 06:00;104,78
1723694400;15.08.2024 07:00;108,32
1723698000;15.08.2024 08:00;116,05
1723701600;15.08.2024 09:00;112,21
1723705200;15.08.2024 10:00;91,04
1723708800;15.08.2024 11:00;33,12
1723712400;15.08.2024 12:00;15,18
1723716000;15.08.2024 13:00;9,86
1723719600;15.08.2024 14:00;4,99
1723723200;15.08.2024 15:00;35,93
1723726800;15.08.2024 16:00;4,36
1723730400;15.08.2024 17:00;60,84
1723734000;15.08.2024 18:00;12,14
1723737600;15.08.2024 19:00;140,06
1723741200;15.08.2024 20:00;165,04
1723744800;15.08.2024 21:00;206,09
1723748400;15.08.2024 22:00;159,02
1723752000;15.08.2024 23:00;138,58
1723755600;16.08.2024 00:00;105,33
1723759200;16.08.2024 01:00;112,35
1723762800;16.08.2024 02:00;93,75
1723766400;16.08.2024 03:00;92,22
1723770000;16.08.2024 04:00;92,47
1723773600;16.08.2024 05:00;93,2
1723777200;16.08.2024 06:00;100,26
1723780800;16.08.2024 07:00;127,33
1723784400;16.08.2024 08:00;133,85
1723788000;16.08.2024 09:00;124,2
1723791600;16.08.2024 10:00;100,01
1723795200;16.08.2024 11:00;75,05
1723798800;16.08.2024 12:00;56,32
1723802400;16.08.2024 13:00;25,14
1723806000;16.08.2024 14:00;53,81
1723809600;16.08.2024 15:00;43,02
1723813200;16.08.2024 16:00;53,84
1723816800;16.08.2024 17:00;77,11
1723820400;16.08.2024 18:00;114,66
1723824000;16.08.2024 19:00;186,48
1723827600;16.08.2024 20:00;258,39
1723831200;16.08.2024 21:00;237,29
1723834800;16.08.2024 22:00;167,71
1723838400;16.08.2024 23:00;151,61
1723842000;17.08.2024 00:00;119,46
1723845600;17.08.2024 01:00;115,29
1723849200;17.08.2024 02:00;110,14
1723852800;17.08.2024 03:00;103
1723856400;17.08.2024 04:00;105,44
1723860000;17.08.2024 05:00;112,1
1723863600;17.08.2024 06:00;110,65
1723867200;17.08.2024 07:00;106,18
1723870800;17.08.2024 08:00;103,43
1723874400;17.08.2024 09:00;103,06
1723878000;17.08.2024 10:00;83,8
1723881600;17.08.2024 11:00;69,49
1723885200;17.08.2024 12:00;56,81
1723888800;17.08.2024 13:00;47,92
1723892400;17.08.2024 14:00;44,12
1723896000;17.08.2024 15:00;53,36
1723899600;17.08.2024 16:00;59,24
1723903200;17.08.2024 17:00;73,08
1723906800;17.08.2024 18:00;117,72
1723910400;17.08.2024 19:00;141,08
1723914000;17.08.2024 20:00;154,96
1723917600;17.08.2024 21:00;178,5
1723921200;17.08.2024 22:00;140,5
1723924800;17.08.2024 23:00;119,82
1723928400;18.08.2024 00:00;108,61
1723932000;18.08.2024 01:00;114,69
1723935600;18.08.2024 02:00;112,41
1723939200;18.08.2024 03:00;105,78
1723942800;18.08.2024 04:00;105,76
1723946400;18.08.2024 05:00;104,28
1723950000;18.08.2024 06:00;104,42
1723953600;18.08.2024 07:00;98,81
1723957200;18.08.2024 08:00;94,4
1723960800;18.08.2024 09:00;87,65
1723964400;18.08.2024 10:00;81,52
1723968000;18.08.2024 11:00;69,71
1723971600;18.08.2024 12:00;69,04
1723975200;18.08.2024 13:00;64,01
1723978800;18.08.2024 14:00;32,6
1723982400;18.08.2024 15:00;16,86
1723986000;18.08.2024 16:00;50,05
1723989600;18.08.2024 17:00;94
1723993200;18.08.2024 18:00;102,54
1723996800;18.08.2024 19:00;113,93
1724000400;18.08.2024 20:00;162,36
1724004000;18.08.2024 21:00;146,54
1724007600;18.08.2024 22:00;122,88
1724011200;18.08.2024 23:00;121,36
1724014800;19.08.2024 00:00;109,04
1724018400;19.08.2024 01:00;106,69
1724022000;19.08.2024 02:00;96,93
1724025600;19.08.2024 03:00;90,89
1724029200;19.08.2024 04:00;85,05
1724032800;19.08.2024 05:00;86,03
1724036400;19.08.2024 06:00;92,48
1724040000;19.08.2024 07:00;131,27
1724043600;19.08.2024 08:00;154,13
1724047200;19.08.2024 09:00;155,71
1724050800;19.08.2024 10:00;172,99
1724054400;19.08.2024 11:00;169,79
1724058000;19.08.2024 12:00;115,91
1724061600;19.08.2024 13:00;88,9
1724065200;19.08.2024 14:00;80,65
1724068800;19.08.2024 15:00;81,8
1724072400;19.08.2024 16:00;93,64
1724076000;19.08.2024 17:00;122,9
1724079600;19.08.2024 18:00;139,82
1724083200;19.08.2024 19:00;215,3
1724086800;19.08.2024 20:00;250,1
1724090400;19.08.2024 21:00;240,09
1724094000;19.08.2024 22:00;190,67
1724097600;19.08.2024 23:00;126,16
1724101200;20.08.2024 00:00;100,44
1724104800;20.08.2024 01:00;106,75
1724108400;20.08.2024 02:00;95,89
1724112000;20.08.2024 03:00;93,76
1724115600;20.08.2024 04:00;94,59
1724119200;20.08.2024 05:00;97,81
1724122800;20.08.2024 06:00;114,99
1724126400;20.08.2024 07:00;141,78
1724130000;20.08.2024 08:00;139,02
1724133600;20.08.2024 09:00;122,66
1724137200;20.08.2024 10:00;102,6
1724140800;20.08.2024 11:00;83,89
1724144400;20.08.2024 12:00;65,76
1724148000;20.08.2024 13:00;54,71
1724151600;20.08.2024 14:00;71,03
1724155200;20.08.2024 15:00;62,78
1724158800;20.08.2024 16:00;88,68
1724162400;20.08.2024 17:00;114,65
1724166000;20.08.2024 18:00;138,34
1724169600;20.08.2024 19:00;192,51
1724173200;20.08.2024 20:00;287,45
1724176800;20.08.2024 21:00;321,28
1724180400;20.08.2024 22:00;174,1
1724184000;20.08.2024 23:00;139,02
1724187600;21.08.2024 00:00;109,21
1724191200;21.08.2024 01:00;118,26
1724194800;21.08.2024 02:00;99,46
1724198400;21.08.2024 03:00;96,52
1724202000;21.08.2024 04:00;98,25
1724205600;21.08.2024 05:00;98,06
1724209200;21.08.2024 06:00;106,25
1724212800;21.08.2024 07:00;141,03
1724216400;21.08.2024 08:00;152,27
1724220000;21.08.2024 09:00;174,3
1724223600;21.08.2024 10:00;156,02
1724227200;21.08.2024 11:00;133,3
1724230800;21.08.2024 12:00;117,5
1724234400;21.08.2024 13:00;103,07
1724238000;21.08.2024 14:00;104,72
1724241600;21.08.2024 15:00;97,26
1724245200;21.08.2024 16:00;140,39
1724248800;21.08.2024 17:00;189,99
1724252400;21.08.2024 18:00;141,03
1724256000;21.08.2024 19:00;150,84
1724259600;21.08.2024 20:00;156,06
1724263200;21.08.2024 21:00;163,57
1724266800;21.08.2024 22:00;138,67
1724270400;21.08.2024 23:00;107,84
1724274000;22.08.2024 00:00;91,7
1724277600;22.08.2024 01:00;73,04
1724281200;22.08.2024 02:00;66,58
1724284800;22.08.2024 03:00;79,73
1724288400;22.08.2024 04:00;80,02
1724292000;22.08.2024 05:00;69,11
1724295600;22.08.2024 06:00;81,45
1724299200;22.08.2024 07:00;112,75
1724302800;22.08.2024 08:00;135,01
1724306400;22.08.2024 09:00;135,09
1724310000;22.08.2024 10:00;158,03
1724313600;22.08.2024 11:00;65,05
1724317200;22.08.2024 12:00;65,06
1724320800;22.08.2024 13:00;65,09
1724324400;22.08.2024 14:00;87,27
1724328000;22.08.2024 15:00;71,58
1724331600;22.08.2024 16:00;81,68
1724335200;22.08.2024 17:00;86,36
1724338800;22.08.2024 18:00;106,9
1724342400;22.08.2024 19:00;177,06
1724346000;22.08.2024 20:00;228,53
1724349600;22.08.2024 21:00;271,58
1724353200;22.08.2024 22:00;176,05
1724356800;22.08.2024 23:00;118,81
1724360400;23.08.2024 00:00;90,95
1724364000;23.08.2024 01:00;109,3
1724367600;23.08.2024 02:00;51,65
1724371200;23.08.2024 03:00;93,58
1724374800;23.08.2024 04:00;93,84
1724378400;23.08.2024 05:00;43,09
1724382000;23.08.2024 06:00;98,88
1724385600;23.08.2024 07:00;137,88
1724389200;23.08.2024 08:00;123,43
1724392800;23.08.2024 09:00;160,09
1724396400;23.08.2024 10:00;160,01
1724400000;23.08.2024 11:00;141,44
1724403600;23.08.2024 12:00;49,99
1724407200;23.08.2024 13:00;60,75
1724410800;23.08.2024 14:00;43,92
1724414400;23.08.2024 15:00;40,05
1724418000;23.08.2024 16:00;55,6
1724421600;23.08.2024 17:00;118,8
1724425200;23.08.2024 18:00;118,79
1724428800;23.08.2024 19:00;123,05
1724432400;23.08.2024 20:00;160,05
1724436000;23.08.2024 21:00;163,63
1724439600;23.08.2024 22:00;132,56
1724443200;23.08.2024 23:00;122,79
1724446800;24.08.2024 00:00;94,76
1724450400;24.08.2024 01:00;25,1
1724454000;24.08.2024 02:00;46,93
1724457600;24.08.2024 03:00;4,1
1724461200;24.08.2024 04:00;70,03
1724464800;24.08.2024 05:00;111,29
1724468400;24.08.2024 06:00;114,61
1724472000;24.08.2024 07:00;117,16
1724475600;24.08.2024 08:00;104
1724479200;24.08.2024 09:00;77,4
1724482800;24.08.2024 10:00;15
1724486400;24.08.2024 11:00;-0,01
1724490000;24.08.2024 12:00;5
1724493600;24.08.2024 13:00;7,49
1724497200;24.08.2024 14:00;27,8
1724500800;24.08.2024 15:00;4,55
1724504400;24.08.2024 16:00;30,01
1724508000;24.08.2024 17:00;83,3
1724511600;24.08.2024 18:00;144,41
1724515200;24.08.2024 19:00;206,03
1724518800;24.08.2024 20:00;217,32
1724522400;24.08.2024 21:00;202,33
1724526000;24.08.2024 22:00;140,44
1724529600;24.08.2024 23:00;114,86
1724533200;25.08.2024 00:00;85,04
1724536800;25.08.2024 01:00;51,18
1724540400;25.08.2024 02:00;-0,01
1724544000;25.08.2024 03:00;0,42
1724547600;25.08.2024 04:00;0,01
1724551200;25.08.2024 05:00;-1,75
1724554800;25.08.2024 06:00;-1,75
1724558400;25.08.2024 07:00;2,99
1724562000;25.08.2024 08:00;-0,15
1724565600;25.08.2024 09:00;-0,9
1724569200;25.08.2024 10:00;-1,54
1724572800;25.08.2024 11:00;-6,07
1724576400;25.08.2024 12:00;-10,1
1724580000;25.08.2024 13:00;-15,5
1724583600;25.08.2024 14:00;-19,96
1724587200;25.08.2024 15:00;-10,01
1724590800;25.08.2024 16:00;-9,95
1724594400;25.08.2024 17:00;0,02
1724598000;25.08.2024 18:00;4,07
1724601600;25.08.2024 19:00;95,6
1724605200;25.08.2024 20:00;172,99
1724608800;25.08.2024 21:00;233,62
1724612400;25.08.2024 22:00;198,26
1724616000;25.08.2024 23:00;157,69
1724619600;26.08.2024 00:00;110,79
1724623200;26.08.2024 01:00;105,46
1724626800;26.08.2024 02:00;93,44
1724630400;26.08.2024 03:00;89,48
1724634000;26.08.2024 04:00;87,2
1724637600;26.08.2024 05:00;91,2
1724641200;26.08.2024 06:00;124,08
1724644800;26.08.2024 07:00;165,01
1724648400;26.08.2024 08:00;165,02
1724652000;26.08.2024 09:00;128,96
1724655600;26.08.2024 10:00;106,78
1724659200;26.08.2024 11:00;87,19
1724662800;26.08.2024 12:00;84,69
1724666400;26.08.2024 13:00;91,59
1724670000;26.08.2024 14:00;99,75
1724673600;26.08.2024 15:00;93,22
1724677200;26.08.2024 16:00;109,21
1724680800;26.08.2024 17:00;124,48
1724684400;26.08.2024 18:00;145,57
1724688000;26.08.2024 19:00;183,39
1724691600;26.08.2024 20:00;266,21
1724695200;26.08.2024 21:00;304,99
1724698800;26.08.2024 22:00;163,77
1724702400;26.08.2024 23:00;118,71
1724706000;27.08.2024 00:00;110,2
1724709600;27.08.2024 01:00;105,78
1724713200;27.08.2024 02:00;97,64
1724716800;27.08.2024 03:00;95,44
1724720400;27.08.2024 04:00;94,75
1724724000;27.08.2024 05:00;96,44
1724727600;27.08.2024 06:00;164,18
1724731200;27.08.2024 07:00;148,25
1724734800;27.08.2024 08:00;159,34
1724738400;27.08.2024 09:00;116,42
1724742000;27.08.2024 10:00;90,11
1724745600;27.08.2024 11:00;74,45
1724749200;27.08.2024 12:00;50,71
1724752800;27.08.2024 13:00;36,72
1724756400;27.08.2024 14:00;35,15
1724760000;27.08.2024 15:00;49,07
1724763600;27.08.2024 16:00;5
1724767200;27.08.2024 17:00;89,67
1724770800;27.08.2024 18:00;127,44
1724774400;27.08.2024 19:00;168,82
1724778000;27.08.2024 20:00;288,9
1724781600;27.08.2024 21:00;277,19
1724785200;27.08.2024 22:00;134,66
1724788800;27.08.2024 23:00;100,91
1724792400;28.08.2024 00:00;90,83
