Periood;Börsihind eur/MWh (ei sisalda käibemaksu)
28.08.2025 00:00;102,83
28.08.2025 01:00;94,8
28.08.2025 02:00;89,74
28.08.2025 03:00;86,08
28.08.2025 04:00;85,41
28.08.2025 05:00;88,07
28.08.2025 06:00;98,86
28.08.2025 07:00;167,63
28.08.2025 08:00;190,08
28.08.2025 09:00;147,49
28.08.2025 10:00;124,84
28.08.2025 11:00;112,27
28.08.2025 12:00;108,13
28.08.2025 13:00;101,38
28.08.2025 14:00;100,46
28.08.2025 15:00;100,89
28.08.2025 16:00;110,77
28.08.2025 17:00;135,3
28.08.2025 18:00;250,06
28.08.2025 19:00;450
28.08.2025 20:00;250,02
28.08.2025 21:00;151,56
28.08.2025 22:00;121,79
28.08.2025 23:00;103,8
29.08.2025 00:00;89,83
29.08.2025 01:00;83,98
29.08.2025 02:00;81,3
29.08.2025 03:00;80,2
29.08.2025 04:00;78,52
29.08.2025 05:00;71,71
29.08.2025 06:00;97,53
29.08.2025 07:00;114,81
29.08.2025 08:00;119,99
29.08.2025 09:00;120
29.08.2025 10:00;120,42
29.08.2025 11:00;114,04
29.08.2025 12:00;100,17
29.08.2025 13:00;88,02
29.08.2025 14:00;103,32
29.08.2025 15:00;101,66
29.08.2025 16:00;108,46
29.08.2025 17:00;116,3
29.08.2025 18:00;117,57
29.08.2025 19:00;160,98
29.08.2025 20:00;175,74
29.08.2025 21:00;190,97
29.08.2025 22:00;139,94
29.08.2025 23:00;108,96
30.08.2025 00:00;86,63
30.08.2025 01:00;91,13
30.08.2025 02:00;87,13
30.08.2025 03:00;83,96
30.08.2025 04:00;81,7
30.08.2025 05:00;84,21
30.08.2025 06:00;87,98
30.08.2025 07:00;93,44
30.08.2025 08:00;95,69
30.08.2025 09:00;87,8
30.08.2025 10:00;73,44
30.08.2025 11:00;37,1
30.08.2025 12:00;25,05
30.08.2025 13:00;23,05
30.08.2025 14:00;32,7
30.08.2025 15:00;44,29
30.08.2025 16:00;80,2
30.08.2025 17:00;60,1
30.08.2025 18:00;124,3
30.08.2025 19:00;117,78
30.08.2025 20:00;129,89
30.08.2025 21:00;137,44
30.08.2025 22:00;121,99
30.08.2025 23:00;106,99
31.08.2025 00:00;90,21
31.08.2025 01:00;88,53
31.08.2025 02:00;78,47
31.08.2025 03:00;70,15
31.08.2025 04:00;66,62
31.08.2025 05:00;63,3
31.08.2025 06:00;66,17
31.08.2025 07:00;66,76
31.08.2025 08:00;63,58
31.08.2025 09:00;99,07
31.08.2025 10:00;91,31
31.08.2025 11:00;86,21
31.08.2025 12:00;78,45
31.08.2025 13:00;91,38
31.08.2025 14:00;99,98
31.08.2025 15:00;100,95
31.08.2025 16:00;95,28
31.08.2025 17:00;95,01
31.08.2025 18:00;137,9
31.08.2025 19:00;155,3
31.08.2025 20:00;146,86
31.08.2025 21:00;141,71
31.08.2025 22:00;141,31
31.08.2025 23:00;106,17
01.09.2025 00:00;96,06
01.09.2025 01:00;95,75
01.09.2025 02:00;93,87
01.09.2025 03:00;83,56
01.09.2025 04:00;89,55
01.09.2025 05:00;91,97
01.09.2025 06:00;155,4
01.09.2025 07:00;175,01
01.09.2025 08:00;215,05
01.09.2025 09:00;175,01
01.09.2025 10:00;120
01.09.2025 11:00;81,7
01.09.2025 12:00;68,93
01.09.2025 13:00;66,76
01.09.2025 14:00;63,2
01.09.2025 15:00;61,1
01.09.2025 16:00;69,45
01.09.2025 17:00;85,23
01.09.2025 18:00;130,76
01.09.2025 19:00;175,73
01.09.2025 20:00;243,85
01.09.2025 21:00;199,53
01.09.2025 22:00;126,24
01.09.2025 23:00;111,63
02.09.2025 00:00;89,77
02.09.2025 01:00;93,49
02.09.2025 02:00;89,98
02.09.2025 03:00;90,23
02.09.2025 04:00;93,53
02.09.2025 05:00;95,89
02.09.2025 06:00;153,8
02.09.2025 07:00;143,55
02.09.2025 08:00;152,09
02.09.2025 09:00;147,99
02.09.2025 10:00;123,33
02.09.2025 11:00;103,25
02.09.2025 12:00;91,69
02.09.2025 13:00;79,15
02.09.2025 14:00;82,66
02.09.2025 15:00;76,84
02.09.2025 16:00;91,76
02.09.2025 17:00;97,74
02.09.2025 18:00;135,24
02.09.2025 19:00;178,16
02.09.2025 20:00;299,12
02.09.2025 21:00;250,89
02.09.2025 22:00;138,92
02.09.2025 23:00;110,97
03.09.2025 00:00;96,31
03.09.2025 01:00;105,42
03.09.2025 02:00;98,16
03.09.2025 03:00;90,63
03.09.2025 04:00;88,79
03.09.2025 05:00;82,07
03.09.2025 06:00;101,77
03.09.2025 07:00;147,18
03.09.2025 08:00;142,98
03.09.2025 09:00;112,19
03.09.2025 10:00;87,12
03.09.2025 11:00;32,88
03.09.2025 12:00;9,02
03.09.2025 13:00;7,47
03.09.2025 14:00;5,94
03.09.2025 15:00;11,95
03.09.2025 16:00;21,01
03.09.2025 17:00;111,9
03.09.2025 18:00;127,66
03.09.2025 19:00;161,59
03.09.2025 20:00;293,35
03.09.2025 21:00;244,45
03.09.2025 22:00;139,7
03.09.2025 23:00;108,66
04.09.2025 00:00;100,48
04.09.2025 01:00;173,6
04.09.2025 02:00;83,99
04.09.2025 03:00;40,01
04.09.2025 04:00;44,12
04.09.2025 05:00;152,15
04.09.2025 06:00;150,52
04.09.2025 07:00;280
04.09.2025 08:00;295,67
04.09.2025 09:00;111,54
04.09.2025 10:00;78,15
04.09.2025 11:00;41,11
04.09.2025 12:00;5,79
04.09.2025 13:00;4,05
04.09.2025 14:00;3,43
04.09.2025 15:00;31,62
04.09.2025 16:00;73,75
04.09.2025 17:00;99,65
04.09.2025 18:00;162,63
04.09.2025 19:00;189,86
04.09.2025 20:00;343,28
04.09.2025 21:00;285,34
04.09.2025 22:00;147,55
04.09.2025 23:00;113,24
05.09.2025 00:00;104,79
05.09.2025 01:00;139,36
05.09.2025 02:00;87,36
05.09.2025 03:00;84,95
05.09.2025 04:00;84,73
05.09.2025 05:00;84,93
05.09.2025 06:00;183,8
05.09.2025 07:00;190
05.09.2025 08:00;142
05.09.2025 09:00;125,17
05.09.2025 10:00;99,93
05.09.2025 11:00;83,82
05.09.2025 12:00;82,04
05.09.2025 13:00;76,69
05.09.2025 14:00;72,73
05.09.2025 15:00;69,67
05.09.2025 16:00;79,25
05.09.2025 17:00;102,41
05.09.2025 18:00;157,96
05.09.2025 19:00;170,26
05.09.2025 20:00;171,35
05.09.2025 21:00;144,45
05.09.2025 22:00;112,44
05.09.2025 23:00;103,61
06.09.2025 00:00;85,12
06.09.2025 01:00;78,08
06.09.2025 02:00;76,49
06.09.2025 03:00;89,39
06.09.2025 04:00;98,8
06.09.2025 05:00;97,91
06.09.2025 06:00;98,9
06.09.2025 07:00;102,44
06.09.2025 08:00;100,66
06.09.2025 09:00;72,52
06.09.2025 10:00;55,3
06.09.2025 11:00;29,44
06.09.2025 12:00;9,35
06.09.2025 13:00;13,84
06.09.2025 14:00;15,01
06.09.2025 15:00;20,01
06.09.2025 16:00;42,57
06.09.2025 17:00;42,3
06.09.2025 18:00;221,53
06.09.2025 19:00;125,35
06.09.2025 20:00;187,4
06.09.2025 21:00;151,58
06.09.2025 22:00;115,15
06.09.2025 23:00;109,08
07.09.2025 00:00;89,7
07.09.2025 01:00;88,81
07.09.2025 02:00;84,62
07.09.2025 03:00;80,38
07.09.2025 04:00;83,01
07.09.2025 05:00;82,54
07.09.2025 06:00;82,31
07.09.2025 07:00;80,76
07.09.2025 08:00;55,11
07.09.2025 09:00;10,89
07.09.2025 10:00;6,83
07.09.2025 11:00;8,91
07.09.2025 12:00;7,5
07.09.2025 13:00;3,72
07.09.2025 14:00;3,78
07.09.2025 15:00;3,67
07.09.2025 16:00;6,88
07.09.2025 17:00;20
07.09.2025 18:00;189,99
07.09.2025 19:00;139
07.09.2025 20:00;190
07.09.2025 21:00;190,62
07.09.2025 22:00;141,94
07.09.2025 23:00;130
08.09.2025 00:00;83,66
08.09.2025 01:00;93,23
08.09.2025 02:00;75,49
08.09.2025 03:00;85,64
08.09.2025 04:00;84,31
08.09.2025 05:00;85,91
08.09.2025 06:00;180,18
08.09.2025 07:00;221,61
08.09.2025 08:00;158,02
08.09.2025 09:00;126,45
08.09.2025 10:00;101,92
08.09.2025 11:00;88,06
08.09.2025 12:00;81,5
08.09.2025 13:00;71,22
08.09.2025 14:00;66,23
08.09.2025 15:00;73,93
08.09.2025 16:00;79,98
08.09.2025 17:00;101,52
08.09.2025 18:00;155,21
08.09.2025 19:00;253,09
08.09.2025 20:00;386,48
08.09.2025 21:00;287,09
08.09.2025 22:00;145,23
08.09.2025 23:00;97,86
09.09.2025 00:00;92,64
09.09.2025 01:00;102,7
09.09.2025 02:00;103,25
09.09.2025 03:00;101,26
09.09.2025 04:00;102,46
09.09.2025 05:00;101,79
09.09.2025 06:00;110,91
09.09.2025 07:00;184,03
09.09.2025 08:00;276,84
09.09.2025 09:00;196,85
09.09.2025 10:00;128,75
09.09.2025 11:00;102,63
09.09.2025 12:00;95,98
09.09.2025 13:00;85,16
09.09.2025 14:00;85
09.09.2025 15:00;87,98
09.09.2025 16:00;95,5
09.09.2025 17:00;106,37
09.09.2025 18:00;144,31
09.09.2025 19:00;197,77
09.09.2025 20:00;369,37
09.09.2025 21:00;197,07
09.09.2025 22:00;129,64
09.09.2025 23:00;77,77
10.09.2025 00:00;73,18
10.09.2025 01:00;61,2
10.09.2025 02:00;52,9
10.09.2025 03:00;50,42
10.09.2025 04:00;43,14
10.09.2025 05:00;40,01
10.09.2025 06:00;91,99
10.09.2025 07:00;133,43
10.09.2025 08:00;220,04
10.09.2025 09:00;177,03
10.09.2025 10:00;130,05
10.09.2025 11:00;100,85
10.09.2025 12:00;61,5
10.09.2025 13:00;34,25
10.09.2025 14:00;33
10.09.2025 15:00;32,57
10.09.2025 16:00;61,29
10.09.2025 17:00;97,51
10.09.2025 18:00;129,56
10.09.2025 19:00;176,14
10.09.2025 20:00;250,37
10.09.2025 21:00;154,24
10.09.2025 22:00;83,77
10.09.2025 23:00;56,89
11.09.2025 00:00;20,84
11.09.2025 01:00;20,69
11.09.2025 02:00;20,63
11.09.2025 03:00;16,48
11.09.2025 04:00;9,92
11.09.2025 05:00;20,69
11.09.2025 06:00;39,97
11.09.2025 07:00;56,37
11.09.2025 08:00;111,96
11.09.2025 09:00;49,79
11.09.2025 10:00;30,95
11.09.2025 11:00;7,99
11.09.2025 12:00;5
11.09.2025 13:00;4
11.09.2025 14:00;2,95
11.09.2025 15:00;3,06
11.09.2025 16:00;18,08
11.09.2025 17:00;20,7
11.09.2025 18:00;50,1
11.09.2025 19:00;114,44
11.09.2025 20:00;128,7
11.09.2025 21:00;119,8
11.09.2025 22:00;80
11.09.2025 23:00;69,78
12.09.2025 00:00;21,02
12.09.2025 01:00;21,07
12.09.2025 02:00;21,02
12.09.2025 03:00;20,76
12.09.2025 04:00;20,75
12.09.2025 05:00;26,54
12.09.2025 06:00;100
12.09.2025 07:00;166,1
12.09.2025 08:00;234,57
12.09.2025 09:00;220,4
12.09.2025 10:00;78,34
12.09.2025 11:00;78,55
12.09.2025 12:00;72,8
12.09.2025 13:00;57,73
12.09.2025 14:00;57,73
12.09.2025 15:00;57,73
12.09.2025 16:00;72,79
12.09.2025 17:00;79,54
12.09.2025 18:00;165,39
12.09.2025 19:00;194,91
12.09.2025 20:00;300
12.09.2025 21:00;194,63
12.09.2025 22:00;134,14
12.09.2025 23:00;114,28
13.09.2025 00:00;86,7
13.09.2025 01:00;103,93
13.09.2025 02:00;60,06
13.09.2025 03:00;73,31
13.09.2025 04:00;74,23
13.09.2025 05:00;100,92
13.09.2025 06:00;105,93
13.09.2025 07:00;102,9
13.09.2025 08:00;89,39
13.09.2025 09:00;72,3
13.09.2025 10:00;21,07
13.09.2025 11:00;10,96
13.09.2025 12:00;4,47
13.09.2025 13:00;3,81
13.09.2025 14:00;3,41
13.09.2025 15:00;3,5
13.09.2025 16:00;11,94
13.09.2025 17:00;99,98
13.09.2025 18:00;158,95
13.09.2025 19:00;168,91
13.09.2025 20:00;194,58
13.09.2025 21:00;151,21
13.09.2025 22:00;123,2
13.09.2025 23:00;100,47
14.09.2025 00:00;56,46
14.09.2025 01:00;50,9
14.09.2025 02:00;33,27
14.09.2025 03:00;33,11
14.09.2025 04:00;36,47
14.09.2025 05:00;37,48
14.09.2025 06:00;41,79
14.09.2025 07:00;57,92
14.09.2025 08:00;64,8
14.09.2025 09:00;89,17
14.09.2025 10:00;84,72
14.09.2025 11:00;45,52
14.09.2025 12:00;18,03
14.09.2025 13:00;20,01
14.09.2025 14:00;23,76
14.09.2025 15:00;22,24
14.09.2025 16:00;60,01
14.09.2025 17:00;21,08
14.09.2025 18:00;107,5
14.09.2025 19:00;135,13
14.09.2025 20:00;156,18
14.09.2025 21:00;134,57
14.09.2025 22:00;96,63
14.09.2025 23:00;69,88
15.09.2025 00:00;20,64
15.09.2025 01:00;18,27
15.09.2025 02:00;9,21
15.09.2025 03:00;5,04
15.09.2025 04:00;4,62
15.09.2025 05:00;12,23
15.09.2025 06:00;43,68
15.09.2025 07:00;138,95
15.09.2025 08:00;213,65
15.09.2025 09:00;136,24
15.09.2025 10:00;71,1
15.09.2025 11:00;36,8
15.09.2025 12:00;71,1
15.09.2025 13:00;24,06
15.09.2025 14:00;20,79
15.09.2025 15:00;30,01
15.09.2025 16:00;115,89
15.09.2025 17:00;84,22
15.09.2025 18:00;153,89
15.09.2025 19:00;186,47
15.09.2025 20:00;207,64
15.09.2025 21:00;71,1
15.09.2025 22:00;20,7
15.09.2025 23:00;3,51
16.09.2025 00:00;3,5
16.09.2025 01:00;3,51
16.09.2025 02:00;3,51
16.09.2025 03:00;11,97
16.09.2025 04:00;20,63
16.09.2025 05:00;20,78
16.09.2025 06:00;53,86
16.09.2025 07:00;80,68
16.09.2025 08:00;117,64
16.09.2025 09:00;96,09
16.09.2025 10:00;62,77
16.09.2025 11:00;26,74
16.09.2025 12:00;20,78
16.09.2025 13:00;12,5
16.09.2025 14:00;9,68
16.09.2025 15:00;10,01
16.09.2025 16:00;20,63
16.09.2025 17:00;20,83
16.09.2025 18:00;80,5
16.09.2025 19:00;92,3
16.09.2025 20:00;131,56
16.09.2025 21:00;74,79
16.09.2025 22:00;25,48
16.09.2025 23:00;31,41
17.09.2025 00:00;20,84
17.09.2025 01:00;20,84
17.09.2025 02:00;20,84
17.09.2025 03:00;20,84
17.09.2025 04:00;20,84
17.09.2025 05:00;21,02
17.09.2025 06:00;32,02
17.09.2025 07:00;57,69
17.09.2025 08:00;96,17
17.09.2025 09:00;93,07
17.09.2025 10:00;81,19
17.09.2025 11:00;64,2
17.09.2025 12:00;53,41
17.09.2025 13:00;59,68
17.09.2025 14:00;77,01
17.09.2025 15:00;79,42
17.09.2025 16:00;94,27
17.09.2025 17:00;83,77
17.09.2025 18:00;127,54
17.09.2025 19:00;145,7
17.09.2025 20:00;183,95
17.09.2025 21:00;122,78
17.09.2025 22:00;89,55
17.09.2025 23:00;69,03
18.09.2025 00:00;38,96
18.09.2025 01:00;29,27
18.09.2025 02:00;40
18.09.2025 03:00;20,7
18.09.2025 04:00;20,76
18.09.2025 05:00;49,29
18.09.2025 06:00;76,02
18.09.2025 07:00;135,98
18.09.2025 08:00;119,83
18.09.2025 09:00;113,86
18.09.2025 10:00;91,4
18.09.2025 11:00;66,92
18.09.2025 12:00;63,92
18.09.2025 13:00;39,58
18.09.2025 14:00;45
18.09.2025 15:00;57,19
18.09.2025 16:00;30,9
18.09.2025 17:00;108,9
18.09.2025 18:00;146,41
18.09.2025 19:00;150
18.09.2025 20:00;164,45
18.09.2025 21:00;107,24
18.09.2025 22:00;103,12
18.09.2025 23:00;58,6
19.09.2025 00:00;38,91
19.09.2025 01:00;74,25
19.09.2025 02:00;74,45
19.09.2025 03:00;70,72
19.09.2025 04:00;61,24
19.09.2025 05:00;70,51
19.09.2025 06:00;85,02
19.09.2025 07:00;119,55
19.09.2025 08:00;142,17
19.09.2025 09:00;119,99
19.09.2025 10:00;98,99
19.09.2025 11:00;101,06
19.09.2025 12:00;100,01
19.09.2025 13:00;88,45
19.09.2025 14:00;86,27
19.09.2025 15:00;85,92
19.09.2025 16:00;82,4
19.09.2025 17:00;77,21
19.09.2025 18:00;119,59
19.09.2025 19:00;257,89
19.09.2025 20:00;299,94
19.09.2025 21:00;142,71
19.09.2025 22:00;111,05
19.09.2025 23:00;76
20.09.2025 00:00;49,99
20.09.2025 01:00;4,75
20.09.2025 02:00;20,03
20.09.2025 03:00;3,61
20.09.2025 04:00;3,16
20.09.2025 05:00;2,96
20.09.2025 06:00;3
20.09.2025 07:00;3,42
20.09.2025 08:00;3,91
20.09.2025 09:00;12,11
20.09.2025 10:00;18,56
20.09.2025 11:00;3,12
20.09.2025 12:00;2,41
20.09.2025 13:00;1,7
20.09.2025 14:00;0,96
20.09.2025 15:00;0,67
20.09.2025 16:00;2,2
20.09.2025 17:00;20,77
20.09.2025 18:00;30,79
20.09.2025 19:00;33,39
20.09.2025 20:00;24,47
20.09.2025 21:00;28,29
20.09.2025 22:00;28,63
20.09.2025 23:00;21,01
21.09.2025 00:00;20,78
21.09.2025 01:00;7,89
21.09.2025 02:00;3,61
21.09.2025 03:00;3,35
21.09.2025 04:00;1,65
21.09.2025 05:00;2,03
21.09.2025 06:00;2,58
21.09.2025 07:00;3,39
21.09.2025 08:00;3,72
21.09.2025 09:00;3,13
21.09.2025 10:00;1,46
21.09.2025 11:00;0,56
21.09.2025 12:00;0
21.09.2025 13:00;-0,59
21.09.2025 14:00;-1,01
21.09.2025 15:00;-2,72
21.09.2025 16:00;-1,58
21.09.2025 17:00;4,06
21.09.2025 18:00;18,75
21.09.2025 19:00;20,75
21.09.2025 20:00;20,78
21.09.2025 21:00;20,77
21.09.2025 22:00;10,95
21.09.2025 23:00;-0,01
22.09.2025 00:00;-0,02
22.09.2025 01:00;-0,01
22.09.2025 02:00;0
22.09.2025 03:00;0
22.09.2025 04:00;0
22.09.2025 05:00;0
22.09.2025 06:00;12,23
22.09.2025 07:00;36,8
22.09.2025 08:00;123,59
22.09.2025 09:00;40
22.09.2025 10:00;21,01
22.09.2025 11:00;20,84
22.09.2025 12:00;20,78
22.09.2025 13:00;20,78
22.09.2025 14:00;20,75
22.09.2025 15:00;20,77
22.09.2025 16:00;21,01
22.09.2025 17:00;80,01
22.09.2025 18:00;148
22.09.2025 19:00;161,31
22.09.2025 20:00;163
22.09.2025 21:00;127,92
22.09.2025 22:00;29,78
22.09.2025 23:00;28,86
23.09.2025 00:00;21,02
23.09.2025 01:00;3,55
23.09.2025 02:00;19,77
23.09.2025 03:00;19,82
23.09.2025 04:00;19,84
23.09.2025 05:00;19,56
23.09.2025 06:00;36,54
23.09.2025 07:00;129,31
23.09.2025 08:00;154,44
23.09.2025 09:00;49,98
23.09.2025 10:00;26
23.09.2025 11:00;15,57
23.09.2025 12:00;13,17
23.09.2025 13:00;12,63
23.09.2025 14:00;13,02
23.09.2025 15:00;5
23.09.2025 16:00;4,99
23.09.2025 17:00;20,89
23.09.2025 18:00;101,87
23.09.2025 19:00;137,51
23.09.2025 20:00;139,21
23.09.2025 21:00;114,89
23.09.2025 22:00;21,08
23.09.2025 23:00;20,83
24.09.2025 00:00;20,77
24.09.2025 01:00;20,75
24.09.2025 02:00;4,6
24.09.2025 03:00;3
24.09.2025 04:00;1,21
24.09.2025 05:00;20,75
24.09.2025 06:00;20,84
24.09.2025 07:00;124,26
24.09.2025 08:00;156,21
24.09.2025 09:00;82,48
24.09.2025 10:00;70,62
24.09.2025 11:00;44,43
24.09.2025 12:00;37,54
24.09.2025 13:00;16,22
24.09.2025 14:00;11,4
24.09.2025 15:00;13,94
24.09.2025 16:00;15,7
24.09.2025 17:00;43,2
24.09.2025 18:00;106,57
24.09.2025 19:00;127,4
24.09.2025 20:00;175,91
24.09.2025 21:00;119,62
24.09.2025 22:00;95,77
24.09.2025 23:00;68,73
25.09.2025 00:00;45,94
25.09.2025 01:00;46,49
25.09.2025 02:00;42,58
25.09.2025 03:00;39,81
25.09.2025 04:00;39,46
25.09.2025 05:00;42,39
25.09.2025 06:00;250
25.09.2025 07:00;180,91
25.09.2025 08:00;161,67
25.09.2025 09:00;123,92
25.09.2025 10:00;81,49
25.09.2025 11:00;65,91
25.09.2025 12:00;64,57
25.09.2025 13:00;33,59
25.09.2025 14:00;15,21
25.09.2025 15:00;15,3
25.09.2025 16:00;52,6
25.09.2025 17:00;96,57
25.09.2025 18:00;180,9
25.09.2025 19:00;250,03
25.09.2025 20:00;189,99
25.09.2025 21:00;123,63
25.09.2025 22:00;104,22
25.09.2025 23:00;90,26
26.09.2025 00:00;81,09
26.09.2025 01:00;127,76
26.09.2025 02:00;75,08
26.09.2025 03:00;36,92
26.09.2025 04:00;40,01
26.09.2025 05:00;75,12
26.09.2025 06:00;234,83
26.09.2025 07:00;289,99
26.09.2025 08:00;173,16
26.09.2025 09:00;118,93
26.09.2025 10:00;109,6
26.09.2025 11:00;87,7
26.09.2025 12:00;82,9
26.09.2025 13:00;75,01
26.09.2025 14:00;69,51
26.09.2025 15:00;68,97
26.09.2025 16:00;75,88
26.09.2025 17:00;100
26.09.2025 18:00;165
26.09.2025 19:00;190
26.09.2025 20:00;250,03
26.09.2025 21:00;139,7
26.09.2025 22:00;158,21
26.09.2025 23:00;96,9
27.09.2025 00:00;20,78
27.09.2025 01:00;25
27.09.2025 02:00;20,84
27.09.2025 03:00;23,16
27.09.2025 04:00;25,03
27.09.2025 05:00;24,74
27.09.2025 06:00;25,7
27.09.2025 07:00;100,97
27.09.2025 08:00;120,28
27.09.2025 09:00;109,64
27.09.2025 10:00;97,22
27.09.2025 11:00;89,37
27.09.2025 12:00;70,42
27.09.2025 13:00;54,83
27.09.2025 14:00;36,61
27.09.2025 15:00;49,36
27.09.2025 16:00;79,64
27.09.2025 17:00;100,87
27.09.2025 18:00;250
27.09.2025 19:00;299,99
27.09.2025 20:00;211,59
27.09.2025 21:00;100,99
27.09.2025 22:00;83,66
27.09.2025 23:00;50,44
28.09.2025 00:00;27,59
28.09.2025 01:00;24,87
28.09.2025 02:00;20,75
28.09.2025 03:00;13,36
28.09.2025 04:00;13,36
28.09.2025 05:00;12,78
28.09.2025 06:00;15,01
28.09.2025 07:00;12,76
28.09.2025 08:00;20,77
28.09.2025 09:00;20,76
28.09.2025 10:00;15,5
28.09.2025 11:00;29,03
28.09.2025 12:00;28,57
28.09.2025 13:00;17,11
28.09.2025 14:00;8,53
28.09.2025 15:00;13
28.09.2025 16:00;47,37
28.09.2025 17:00;60,47
28.09.2025 18:00;104,29
28.09.2025 19:00;113,66
28.09.2025 20:00;72,1
28.09.2025 21:00;20,84
28.09.2025 22:00;20,78
28.09.2025 23:00;20,76
29.09.2025 00:00;20,75
29.09.2025 01:00;20,76
29.09.2025 02:00;20,76
29.09.2025 03:00;20,76
29.09.2025 04:00;20,76
29.09.2025 05:00;20,63
29.09.2025 06:00;27,21
29.09.2025 07:00;60,8
29.09.2025 08:00;72,09
29.09.2025 09:00;21,83
29.09.2025 10:00;49,87
29.09.2025 11:00;51,97
29.09.2025 12:00;36,87
29.09.2025 13:00;31,52
29.09.2025 14:00;34,07
29.09.2025 15:00;28,65
29.09.2025 16:00;47,24
29.09.2025 17:00;72,67
29.09.2025 18:00;146,01
29.09.2025 19:00;284,19
29.09.2025 20:00;196,6
29.09.2025 21:00;72,09
29.09.2025 22:00;30,01
29.09.2025 23:00;20,78
30.09.2025 00:00;20,77
30.09.2025 01:00;20,75
30.09.2025 02:00;4,72
30.09.2025 03:00;20,71
30.09.2025 04:00;5,83
30.09.2025 05:00;20,74
30.09.2025 06:00;60,8
30.09.2025 07:00;127,6
30.09.2025 08:00;211,2
30.09.2025 09:00;86,25
30.09.2025 10:00;86,86
30.09.2025 11:00;92,82
30.09.2025 12:00;98,32
30.09.2025 13:00;86,73
30.09.2025 14:00;84,65
30.09.2025 15:00;89,05
30.09.2025 16:00;96,64
30.09.2025 17:00;123,6
30.09.2025 18:00;168,28
30.09.2025 19:00;258,93
30.09.2025 20:00;236,76
30.09.2025 21:00;121
30.09.2025 22:00;105,89
30.09.2025 23:00;61,5
Keskmine börsihind;64,85
