Periood;Börsihind eur/MWh (ei sisalda käibemaksu)
01.07.2025 00:00;2,65
01.07.2025 01:00;-0,03
01.07.2025 02:00;-0,21
01.07.2025 03:00;-0,21
01.07.2025 04:00;-0,2
01.07.2025 05:00;0
01.07.2025 06:00;3,81
01.07.2025 07:00;8,21
01.07.2025 08:00;27,43
01.07.2025 09:00;19,06
01.07.2025 10:00;5,99
01.07.2025 11:00;6,51
01.07.2025 12:00;6,91
01.07.2025 13:00;5,57
01.07.2025 14:00;6,02
01.07.2025 15:00;11,47
01.07.2025 16:00;14,51
01.07.2025 17:00;19,97
01.07.2025 18:00;42,58
01.07.2025 19:00;67,02
01.07.2025 20:00;139,31
01.07.2025 21:00;91,34
01.07.2025 22:00;72,85
01.07.2025 23:00;62,45
02.07.2025 00:00;20,07
02.07.2025 01:00;20,06
02.07.2025 02:00;19,88
02.07.2025 03:00;25,23
02.07.2025 04:00;22,53
02.07.2025 05:00;15,12
02.07.2025 06:00;28
02.07.2025 07:00;54,4
02.07.2025 08:00;61,17
02.07.2025 09:00;60,35
02.07.2025 10:00;54,63
02.07.2025 11:00;50,01
02.07.2025 12:00;24,6
02.07.2025 13:00;21,15
02.07.2025 14:00;20,29
02.07.2025 15:00;23,16
02.07.2025 16:00;35,35
02.07.2025 17:00;49,74
02.07.2025 18:00;54,54
02.07.2025 19:00;63,6
02.07.2025 20:00;146,21
02.07.2025 21:00;144,01
02.07.2025 22:00;63,05
02.07.2025 23:00;57,76
03.07.2025 00:00;25,06
03.07.2025 01:00;40,01
03.07.2025 02:00;7,27
03.07.2025 03:00;5,98
03.07.2025 04:00;8,67
03.07.2025 05:00;7,4
03.07.2025 06:00;5,99
03.07.2025 07:00;17,67
03.07.2025 08:00;25,01
03.07.2025 09:00;22,28
03.07.2025 10:00;18,3
03.07.2025 11:00;4,26
03.07.2025 12:00;3,3
03.07.2025 13:00;1,82
03.07.2025 14:00;0,46
03.07.2025 15:00;0,37
03.07.2025 16:00;0,53
03.07.2025 17:00;1,51
03.07.2025 18:00;2,43
03.07.2025 19:00;3,51
03.07.2025 20:00;3,54
03.07.2025 21:00;3,48
03.07.2025 22:00;4,4
03.07.2025 23:00;0,16
04.07.2025 00:00;0,01
04.07.2025 01:00;-0,82
04.07.2025 02:00;-1,52
04.07.2025 03:00;-1,57
04.07.2025 04:00;-1,71
04.07.2025 05:00;-1,04
04.07.2025 06:00;-1,01
04.07.2025 07:00;-0,3
04.07.2025 08:00;-0,11
04.07.2025 09:00;-0,06
04.07.2025 10:00;-0,03
04.07.2025 11:00;-0,1
04.07.2025 12:00;-0,1
04.07.2025 13:00;-0,03
04.07.2025 14:00;-0,65
04.07.2025 15:00;-0,26
04.07.2025 16:00;-0,01
04.07.2025 17:00;2,15
04.07.2025 18:00;5,51
04.07.2025 19:00;10,9
04.07.2025 20:00;16,38
04.07.2025 21:00;15,08
04.07.2025 22:00;15,66
04.07.2025 23:00;15,03
05.07.2025 00:00;10,03
05.07.2025 01:00;8,53
05.07.2025 02:00;5,4
05.07.2025 03:00;5,34
05.07.2025 04:00;5,34
05.07.2025 05:00;5,38
05.07.2025 06:00;6,38
05.07.2025 07:00;14,82
05.07.2025 08:00;15,09
05.07.2025 09:00;17,67
05.07.2025 10:00;17,92
05.07.2025 11:00;13,33
05.07.2025 12:00;16,77
05.07.2025 13:00;18,54
05.07.2025 14:00;19,38
05.07.2025 15:00;25,02
05.07.2025 16:00;27,39
05.07.2025 17:00;36,27
05.07.2025 18:00;49,91
05.07.2025 19:00;74,48
05.07.2025 20:00;101,02
05.07.2025 21:00;53,98
05.07.2025 22:00;34,87
05.07.2025 23:00;25,52
06.07.2025 00:00;8,21
06.07.2025 01:00;3,86
06.07.2025 02:00;3,23
06.07.2025 03:00;3,17
06.07.2025 04:00;2,73
06.07.2025 05:00;2,86
06.07.2025 06:00;3,45
06.07.2025 07:00;3,8
06.07.2025 08:00;4,89
06.07.2025 09:00;7,6
06.07.2025 10:00;7,11
06.07.2025 11:00;8,3
06.07.2025 12:00;9,93
06.07.2025 13:00;6,08
06.07.2025 14:00;5,69
06.07.2025 15:00;8,24
06.07.2025 16:00;10,05
06.07.2025 17:00;19,46
06.07.2025 18:00;24,4
06.07.2025 19:00;18,69
06.07.2025 20:00;65,23
06.07.2025 21:00;69,23
06.07.2025 22:00;65,71
06.07.2025 23:00;65,59
07.07.2025 00:00;14,1
07.07.2025 01:00;5,03
07.07.2025 02:00;4,98
07.07.2025 03:00;4,97
07.07.2025 04:00;4,97
07.07.2025 05:00;4,97
07.07.2025 06:00;10,96
07.07.2025 07:00;20,01
07.07.2025 08:00;66,92
07.07.2025 09:00;81,48
07.07.2025 10:00;79,4
07.07.2025 11:00;79,75
07.07.2025 12:00;76,68
07.07.2025 13:00;58,06
07.07.2025 14:00;52,72
07.07.2025 15:00;36,46
07.07.2025 16:00;48,46
07.07.2025 17:00;52,29
07.07.2025 18:00;72,24
07.07.2025 19:00;146,6
07.07.2025 20:00;146,95
07.07.2025 21:00;146,61
07.07.2025 22:00;120,21
07.07.2025 23:00;92,48
08.07.2025 00:00;34,49
08.07.2025 01:00;31,67
08.07.2025 02:00;9,27
08.07.2025 03:00;8,76
08.07.2025 04:00;4,95
08.07.2025 05:00;4,87
08.07.2025 06:00;9,24
08.07.2025 07:00;39,02
08.07.2025 08:00;53,83
08.07.2025 09:00;64,81
08.07.2025 10:00;46,61
08.07.2025 11:00;36,42
08.07.2025 12:00;17,27
08.07.2025 13:00;16,41
08.07.2025 14:00;15,45
08.07.2025 15:00;17,92
08.07.2025 16:00;25
08.07.2025 17:00;31,75
08.07.2025 18:00;78,65
08.07.2025 19:00;91,09
08.07.2025 20:00;113,97
08.07.2025 21:00;130,18
08.07.2025 22:00;125,05
08.07.2025 23:00;118,22
09.07.2025 00:00;100,64
09.07.2025 01:00;71,11
09.07.2025 02:00;70,05
09.07.2025 03:00;64,73
09.07.2025 04:00;58,5
09.07.2025 05:00;57,62
09.07.2025 06:00;64,65
09.07.2025 07:00;118,95
09.07.2025 08:00;104,87
09.07.2025 09:00;104,35
09.07.2025 10:00;83,31
09.07.2025 11:00;73,56
09.07.2025 12:00;64,08
09.07.2025 13:00;56,93
09.07.2025 14:00;43,81
09.07.2025 15:00;30,43
09.07.2025 16:00;45,95
09.07.2025 17:00;65,4
09.07.2025 18:00;85,09
09.07.2025 19:00;112,5
09.07.2025 20:00;123,96
09.07.2025 21:00;150,28
09.07.2025 22:00;143,74
09.07.2025 23:00;101,02
10.07.2025 00:00;42,06
10.07.2025 01:00;37,82
10.07.2025 02:00;35,43
10.07.2025 03:00;31,63
10.07.2025 04:00;31,59
10.07.2025 05:00;33,26
10.07.2025 06:00;35,45
10.07.2025 07:00;63,77
10.07.2025 08:00;91,35
10.07.2025 09:00;89,92
10.07.2025 10:00;76,16
10.07.2025 11:00;62,51
10.07.2025 12:00;55,1
10.07.2025 13:00;43,08
10.07.2025 14:00;37,68
10.07.2025 15:00;36,22
10.07.2025 16:00;49,48
10.07.2025 17:00;66,64
10.07.2025 18:00;74,45
10.07.2025 19:00;85,56
10.07.2025 20:00;96,8
10.07.2025 21:00;96,9
10.07.2025 22:00;55,11
10.07.2025 23:00;30,04
11.07.2025 00:00;16,46
11.07.2025 01:00;15,1
11.07.2025 02:00;5,68
11.07.2025 03:00;4,72
11.07.2025 04:00;3,28
11.07.2025 05:00;3,52
11.07.2025 06:00;4,01
11.07.2025 07:00;8,32
11.07.2025 08:00;27,72
11.07.2025 09:00;34,54
11.07.2025 10:00;17,65
11.07.2025 11:00;7,11
11.07.2025 12:00;4,91
11.07.2025 13:00;4,9
11.07.2025 14:00;4,75
11.07.2025 15:00;4,76
11.07.2025 16:00;4,97
11.07.2025 17:00;5,8
11.07.2025 18:00;5,71
11.07.2025 19:00;6,95
11.07.2025 20:00;6,69
11.07.2025 21:00;5,28
11.07.2025 22:00;4,55
11.07.2025 23:00;3,67
12.07.2025 00:00;2,78
12.07.2025 01:00;2,23
12.07.2025 02:00;2,03
12.07.2025 03:00;1,3
12.07.2025 04:00;1,2
12.07.2025 05:00;1,1
12.07.2025 06:00;1,86
12.07.2025 07:00;2,46
12.07.2025 08:00;3,7
12.07.2025 09:00;3,51
12.07.2025 10:00;3,78
12.07.2025 11:00;4,46
12.07.2025 12:00;3,31
12.07.2025 13:00;2,01
12.07.2025 14:00;1,19
12.07.2025 15:00;2,23
12.07.2025 16:00;2,83
12.07.2025 17:00;5,97
12.07.2025 18:00;7,85
12.07.2025 19:00;25,01
12.07.2025 20:00;40,01
12.07.2025 21:00;110
12.07.2025 22:00;12,29
12.07.2025 23:00;6,31
13.07.2025 00:00;4,44
13.07.2025 01:00;0,03
13.07.2025 02:00;1,25
13.07.2025 03:00;2,49
13.07.2025 04:00;5
13.07.2025 05:00;9,47
13.07.2025 06:00;11,16
13.07.2025 07:00;16,26
13.07.2025 08:00;18,21
13.07.2025 09:00;17,04
13.07.2025 10:00;15,01
13.07.2025 11:00;5
13.07.2025 12:00;4,5
13.07.2025 13:00;2,19
13.07.2025 14:00;0,78
13.07.2025 15:00;1,81
13.07.2025 16:00;4,21
13.07.2025 17:00;12,97
13.07.2025 18:00;24,39
13.07.2025 19:00;30,15
13.07.2025 20:00;36,19
13.07.2025 21:00;36,23
13.07.2025 22:00;34,89
13.07.2025 23:00;25,88
14.07.2025 00:00;22,33
14.07.2025 01:00;14,29
14.07.2025 02:00;12,4
14.07.2025 03:00;14,66
14.07.2025 04:00;14,34
14.07.2025 05:00;11,69
14.07.2025 06:00;14,49
14.07.2025 07:00;16,85
14.07.2025 08:00;38,46
14.07.2025 09:00;25,1
14.07.2025 10:00;23,62
14.07.2025 11:00;17,73
14.07.2025 12:00;15,7
14.07.2025 13:00;15,88
14.07.2025 14:00;21,34
14.07.2025 15:00;22,23
14.07.2025 16:00;21,18
14.07.2025 17:00;18,26
14.07.2025 18:00;24,36
14.07.2025 19:00;82,54
14.07.2025 20:00;105,95
14.07.2025 21:00;58,16
14.07.2025 22:00;150,8
14.07.2025 23:00;32,31
15.07.2025 00:00;16,49
15.07.2025 01:00;57,61
15.07.2025 02:00;33,03
15.07.2025 03:00;22,03
15.07.2025 04:00;21,07
15.07.2025 05:00;14,37
15.07.2025 06:00;38,01
15.07.2025 07:00;50
15.07.2025 08:00;56,85
15.07.2025 09:00;57,83
15.07.2025 10:00;46,69
15.07.2025 11:00;46,35
15.07.2025 12:00;43,74
15.07.2025 13:00;41,66
15.07.2025 14:00;40,57
15.07.2025 15:00;37,34
15.07.2025 16:00;39,54
15.07.2025 17:00;44,79
15.07.2025 18:00;30,83
15.07.2025 19:00;101,82
15.07.2025 20:00;109,5
15.07.2025 21:00;150,8
15.07.2025 22:00;77,27
15.07.2025 23:00;120,76
16.07.2025 00:00;12,91
16.07.2025 01:00;62,22
16.07.2025 02:00;40,01
16.07.2025 03:00;12,92
16.07.2025 04:00;7,06
16.07.2025 05:00;6,56
16.07.2025 06:00;25,09
16.07.2025 07:00;40,01
16.07.2025 08:00;25,03
16.07.2025 09:00;32,94
16.07.2025 10:00;18,47
16.07.2025 11:00;9,02
16.07.2025 12:00;8,94
16.07.2025 13:00;11,51
16.07.2025 14:00;10,79
16.07.2025 15:00;9,91
16.07.2025 16:00;10,83
16.07.2025 17:00;10,12
16.07.2025 18:00;12,16
16.07.2025 19:00;68,48
16.07.2025 20:00;164,5
16.07.2025 21:00;192,54
16.07.2025 22:00;150,5
16.07.2025 23:00;125,21
17.07.2025 00:00;6,27
17.07.2025 01:00;108,16
17.07.2025 02:00;104,04
17.07.2025 03:00;40
17.07.2025 04:00;6,1
17.07.2025 05:00;25,03
17.07.2025 06:00;104,77
17.07.2025 07:00;121,7
17.07.2025 08:00;18,57
17.07.2025 09:00;19,69
17.07.2025 10:00;14,86
17.07.2025 11:00;11,94
17.07.2025 12:00;11,45
17.07.2025 13:00;10,87
17.07.2025 14:00;11,04
17.07.2025 15:00;11,11
17.07.2025 16:00;12,98
17.07.2025 17:00;17,62
17.07.2025 18:00;21,95
17.07.2025 19:00;40,5
17.07.2025 20:00;148,61
17.07.2025 21:00;170,29
17.07.2025 22:00;61,94
17.07.2025 23:00;59,96
18.07.2025 00:00;6,16
18.07.2025 01:00;4,98
18.07.2025 02:00;4,98
18.07.2025 03:00;5,58
18.07.2025 04:00;6,09
18.07.2025 05:00;7,57
18.07.2025 06:00;11,21
18.07.2025 07:00;15,92
18.07.2025 08:00;31,81
18.07.2025 09:00;26,54
18.07.2025 10:00;15,54
18.07.2025 11:00;18,09
18.07.2025 12:00;19,36
18.07.2025 13:00;18,65
18.07.2025 14:00;17,01
18.07.2025 15:00;17,45
18.07.2025 16:00;18,16
18.07.2025 17:00;20,25
18.07.2025 18:00;21,74
18.07.2025 19:00;63,56
18.07.2025 20:00;131,44
18.07.2025 21:00;148,71
18.07.2025 22:00;65,12
18.07.2025 23:00;62,31
19.07.2025 00:00;59,07
19.07.2025 01:00;19,99
19.07.2025 02:00;20,52
19.07.2025 03:00;17,63
19.07.2025 04:00;15,14
19.07.2025 05:00;9,26
19.07.2025 06:00;10,46
19.07.2025 07:00;11,72
19.07.2025 08:00;16,85
19.07.2025 09:00;18,41
19.07.2025 10:00;17,97
19.07.2025 11:00;8,73
19.07.2025 12:00;4,64
19.07.2025 13:00;3,13
19.07.2025 14:00;2,52
19.07.2025 15:00;3,94
19.07.2025 16:00;8,22
19.07.2025 17:00;25,09
19.07.2025 18:00;43,87
19.07.2025 19:00;48,55
19.07.2025 20:00;55,69
19.07.2025 21:00;62,05
19.07.2025 22:00;69,48
19.07.2025 23:00;62,62
